"cooc_method","Edge Betweenness Dir","EdgeBetweenness","interaction","interactionType","Label","method_number","method_scores","methodname_score","name","pval","qval","selected","shared interaction","shared name","weight"
"correl_pearson|dist_bray","1.0","2.0",,"copresence","343->316","2","0.02905937|0.998414117714816","","343->316","0.0","0.0","false",,"343->316","2.0"
"correl_pearson|dist_bray","1.0","1.0",,"copresence","133->196","2","0.0|0.07857919","","133->196","0.0","0.0","false",,"133->196","2.0"
"correl_pearson|dist_bray","14.0","80.0",,"copresence","30->111","2","0.0","","30->111","0.0","0.0","false",,"30->111","2.0"
"correl_pearson|dist_bray","3.0","5.5",,"copresence","264->239","2","0.07806457|0.991106986819349","","264->239","0.0","0.0","false",,"264->239","2.0"
"correl_pearson|dist_bray","3.0","11.5",,"copresence","248->239","2","0.09874717|0.9856781572279988","","248->239","0.0","0.0","false",,"248->239","2.0"
"correl_pearson|dist_bray","1.0","1.0",,"copresence","19->152","2","0.0|0.06686222","","19->152","0.0","0.0","false",,"19->152","2.0"
"correl_pearson|dist_bray","1.0","1.0",,"copresence","322->328","2","0.0|0.08289474","","322->328","0.0","0.0","false",,"322->328","2.0"
"correl_pearson|dist_bray","1.0","1.0",,"copresence","329->296","2","0.9995408917885259|0.01586538","","329->296","0.0","0.0","false",,"329->296","2.0"
"correl_pearson|dist_bray","2.0","8.0",,"copresence","243->345","2","0.0|0.09625993","","243->345","0.0","0.0","false",,"243->345","2.0"
"correl_pearson|dist_bray","1.0","1.0",,"copresence","24->23","2","0.9999705460539375|0.00529101","","24->23","0.0","0.0","false",,"24->23","2.0"
"correl_pearson|dist_bray","5.0","50.0",,"copresence","34->30","2","0.0|1.0","","34->30","0.0","0.0","false",,"34->30","2.0"
"correl_pearson|dist_bray","1.0","1.0",,"copresence","16->324","2","0.0|0.09551518","","16->324","0.0","0.0","false",,"16->324","2.0"
"correl_pearson|dist_bray","1.0","2.0",,"copresence","195->393","2","0.0|0.01855288","","195->393","0.0","0.0","false",,"195->393","2.0"
"correl_pearson|dist_bray","1.0","1.0",,"copresence","187->369","2","0.0|0.08377558","","187->369","0.0","0.0","false",,"187->369","2.0"
"correl_pearson|dist_bray","3.0","22.0",,"copresence","100->62","2","0.0|0.9999999999999934","","100->62","0.0","0.0","false",,"100->62","2.0"
"correl_pearson|dist_bray","1.0","3.0",,"copresence","234->359","2","0.0|0.06398852","","234->359","0.0","0.0","false",,"234->359","2.0"
