"abundance","ASV","ASVNumber","AverageShortestPathLength","BetweennessCentrality","Class","ClosenessCentrality","ClusteringCoefficient","degree","Eccentricity","EdgeCount","Genus","Indegree","IsSingleNode","Kingdom","Label","name","negdegree","NeighborhoodConnectivity","Order","oriID","Outdegree","PartnerOfMultiEdgedNodePairs","Phylum","posdegree","samplecount","selected","SelfLoops","shared name","Stress","unknowndegree"
"198.0","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","4e5da964c0fcac4dc19ea8b1440e9794","1.8","1.4722222222222223","Alphaproteobacteria","0.5555555555555556","0.16666666666666666","6","3","6","Rhizobiaceae","4","false","Bacteria","88","88","0","3.3333333333333335","Rhizobiales","88","2","3","Proteobacteria","6","2","false","0","88","140","0"
"342.0","Beijerinckiaceae","a2a98efd279349473bb2858de14d295f","2.7777777777777777","0.0","Alphaproteobacteria","0.36","0.5","4","5","4","Beijerinckiaceae","0","false","Bacteria","176","176","0","3.0","Rhizobiales","176","4","2","Proteobacteria","4","3","false","0","176","0","0"
"211.0","Beijerinckiaceae","3e7e79afb6b6c4c37d06edb97bc7f4fa","2.6","0.0","Alphaproteobacteria","0.3846153846153846","0.0","2","4","2","Beijerinckiaceae","1","false","Bacteria","67","67","0","3.0","Rhizobiales","67","1","1","Proteobacteria","2","4","false","0","67","0","0"
"455.0","Acremonium","2bb16f07ce02b1b2179b369e196c9175","1.0","0.0","Sordariomycetes","1.0","1.0","4","1","4","Hypocreales_fam_Incertae_sedis","1","false","Fungi","338","338","0","2.5","Hypocreales","338","3","2","Ascomycota","4","3","false","0","338","0","0"
"652.0","Cystostereaceae","fc0355306fe48cc7bf8c1eff4cc68d67","1.5","0.0","Agaricomycetes","0.6666666666666666","1.0","4","2","4","Cystostereaceae","3","false","Fungi","512","512","0","2.5","Agaricales","512","1","2","Basidiomycota","4","2","false","0","512","0","0"
"627.0","Hypocreales","f79610feeb3d26f12c69b58b23d467ff","1.0","0.0","Sordariomycetes","1.0","0.0","2","1","2","Hypocreales","0","false","Fungi","508","508","0","1.0","Hypocreales","508","2","1","Ascomycota","2","2","false","0","508","0","0"
"581.0","Neocrinula","c51515681a216730e9766b6901af8400","0.0","0.0","Leotiomycetes","0.0","0.0","2","0","2","Helotiaceae","2","false","Fungi","467","467","0","1.0","Helotiales","467","0","1","Ascomycota","2","2","false","0","467","0","0"
"343.0","Sphingomonadaceae","cca0eab0e34bdd6df5b77dcbcdce88a2","1.625","0.1369047619047619","Alphaproteobacteria","0.6153846153846154","0.7","10","3","10","Sphingomonadaceae","3","false","Bacteria","233","233","0","5.4","Sphingomonadales","233","7","5","Proteobacteria","10","2","false","0","233","24","0"
"560.0","Niesslia","86ea832d7024b90780d4e978811fc03e","1.0","0.5","Sordariomycetes","1.0","0.0","4","1","4","Niessliaceae","2","false","Fungi","426","426","0","1.0","Hypocreales","426","2","2","Ascomycota","4","2","false","0","426","1","0"
"396.0","Caulobacteraceae","e4afdb8a27c040e0347181b412465ac1","0.0","0.0","Alphaproteobacteria","0.0","0.0","2","0","2","Caulobacteraceae","2","false","Bacteria","265","265","0","2.0","Caulobacterales","265","0","1","Proteobacteria","2","4","false","0","265","0","0"
"727.0","Teratosphaeriaceae","feeabaccf7f7e8bb81fc625d26d59c45","1.0","0.41666666666666663","Dothideomycetes","1.0","0.6666666666666666","6","1","6","Teratosphaeriaceae","2","false","Fungi","515","515","0","2.3333333333333335","Capnodiales","515","4","3","Ascomycota","6","3","false","0","515","5","0"
"653.0","Trichoderma","da0b6d5a466e9803c1fb91ab10d1db90","1.3333333333333333","0.41666666666666663","Sordariomycetes","0.75","0.6666666666666666","6","2","6","Hypocreaceae","4","false","Fungi","483","483","0","2.3333333333333335","Hypocreales","483","2","3","Ascomycota","6","2","false","0","483","5","0"
"476.0","Bacteria","deb5f5eb45e53c55441b995f9212757e","4.214285714285714","1.2714285714285716","Bacteria","0.23728813559322035","0.3333333333333333","8","7","8","Bacteria","6","false","Bacteria","253","253","0","2.75","Bacteria","253","2","4","Bacteria","8","3","false","0","253","336","0"
"287.0","Elsterales","931552926c733915e6b32064c37ac687","1.0","0.0","Alphaproteobacteria","1.0","0.0","2","1","2","Elsterales","1","false","Bacteria","157","157","0","1.0","Elsterales","157","1","1","Proteobacteria","2","2","false","0","157","0","0"
"255.0","Novosphingobium","8237ae30a8c75c8ed6907cae3fb347d7","1.0","0.0","Alphaproteobacteria","1.0","0.0","2","1","2","Sphingomonadaceae","1","false","Bacteria","135","135","0","1.0","Sphingomonadales","135","1","1","Proteobacteria","2","3","false","0","135","0","0"
"682.0","Exophiala","ee0757bb4a9cf50cb7389b2bcd62daa1","0.0","0.0","Eurotiomycetes","0.0","0.0","4","0","4","Herpotrichiellaceae","4","false","Fungi","500","500","0","1.5","Chaetothyriales","500","0","2","Ascomycota","4","2","false","0","500","0","0"
"450.0","Pleurodesmospora","0d1e062217db82fac2181b35c6cdcac1","1.0","0.0","Pezizomycotina_cls_Incertae_sedis","1.0","0.0","2","1","2","Pezizomycotina_fam_Incertae_sedis","0","false","Fungi","316","316","0","2.0","Pezizomycotina_ord_Incertae_sedis","316","2","1","Ascomycota","2","6","false","0","316","0","0"
"427.0","Acetobacteraceae","fb068403a8d872596161df6dd77d9f52","0.0","0.0","Alphaproteobacteria","0.0","0.0","4","0","4","Acetobacteraceae","4","false","Bacteria","294","294","0","1.0","Acetobacterales","294","0","2","Proteobacteria","4","2","false","0","294","0","0"
"1912.0","Cucurbitariaceae","55eb7da4c46a12d6ee38d7bb73e0ea97","1.0","0.0","Dothideomycetes","1.0","0.5","4","1","4","Cucurbitariaceae","2","false","Fungi","380","380","0","2.0","Pleosporales","380","2","2","Ascomycota","4","6","false","0","380","0","0"
"2334.0","Neophaeomoniella","43c691606189e33a4f0f176d269eea42","0.0","0.0","Eurotiomycetes","0.0","0.5","4","0","4","Phaeomoniellaceae","4","false","Fungi","362","362","0","2.0","Phaeomoniellales","362","0","2","Ascomycota","4","2","false","0","362","0","0"
"591.0","Devriesia","5f58a11393639b4b353ac4843a0d10bf","1.5","0.5651515151515151","Dothideomycetes","0.6666666666666666","0.5666666666666667","12","2","12","Teratosphaeriaceae","8","false","Fungi","391","391","0","5.5","Capnodiales","391","4","6","Ascomycota","12","4","false","0","391","115","0"
"5531.0","Conexibacter","f74a23038095f558d209d451c03c9b7e","1.4","0.42500000000000004","Thermoleophilia","0.7142857142857143","0.7","10","2","10","Solirubrobacteraceae","7","false","Bacteria","289","289","0","5.0","Solirubrobacterales","289","3","5","Actinobacteriota","10","2","false","0","289","15","0"
"2071.0","Melanchlenus","5021c0d27b9c78ded3b2f922c75c3a36","1.0","0.0","Eurotiomycetes","1.0","0.5","4","1","4","Herpotrichiellaceae","0","false","Fungi","374","374","0","2.0","Chaetothyriales","374","4","2","Ascomycota","4","2","false","0","374","0","0"
"124.0","Acidisoma","111d2bc18f9a6ee8f9f3971f73cea54e","1.0","0.0","Alphaproteobacteria","1.0","0.0","2","1","2","Acetobacteraceae","0","false","Bacteria","16","16","0","1.0","Acetobacterales","16","2","1","Proteobacteria","2","2","false","0","16","0","0"
"448.0","Psychroglaciecola","5464b890bc8886e24432241fbd063406","0.0","0.0","Alphaproteobacteria","0.0","0.0","2","0","2","Beijerinckiaceae","2","false","Bacteria","93","93","0","1.0","Rhizobiales","93","0","1","Proteobacteria","2","3","false","0","93","0","0"
"591.0","Teichospora","5ec5151a34c5b6617914f834d1039166","1.3333333333333333","0.16666666666666666","Dothideomycetes","0.75","0.5","4","2","4","Teichosporaceae","2","false","Fungi","389","389","0","3.0","Pleosporales","389","2","2","Ascomycota","4","4","false","0","389","2","0"
"2510.0","Pseudomonas","a9798bc65e9044a416f0544d8e1a42ef","3.142857142857143","0.5968253968253968","Gammaproteobacteria","0.3181818181818182","0.5","12","7","12","Pseudomonadaceae","6","false","Bacteria","185","185","0","4.5","Pseudomonadales","185","6","6","Proteobacteria","12","4","false","0","185","381","0"
"537.0","Bryocella","de62ce36cc9535898769812313168bca","3.4285714285714284","2.885714285714286","Acidobacteriae","0.2916666666666667","0.16666666666666666","6","6","6","Acidobacteriaceae_(Subgroup_1)","3","false","Bacteria","252","252","0","3.0","Acidobacteriales","252","3","3","Acidobacteriota","6","2","false","0","252","785","0"
"655.0","Quambalaria","c400685e2e38e8f446f902f4f4074f4d","1.75","0.23511904761904756","Exobasidiomycetes","0.5714285714285714","0.6","12","3","12","Quambalariaceae","6","false","Fungi","466","466","0","5.166666666666667","Microstromatales","466","6","6","Basidiomycota","12","2","false","0","466","36","0"
"371.0","Curtobacterium","d66072bb4e903a9c1a95728d29427410","1.75","0.1220238095238095","Actinobacteria","0.5714285714285714","0.7","10","3","10","Microbacteriaceae","5","false","Bacteria","242","242","0","5.4","Micrococcales","242","5","5","Actinobacteriota","10","2","false","0","242","23","0"
"342.0","Caulobacteraceae","bd4009c04c990b1851da99ca3eb4ec4a","1.875","0.10714285714285712","Alphaproteobacteria","0.5333333333333333","0.6666666666666666","8","3","8","Caulobacteraceae","5","false","Bacteria","215","215","0","5.5","Caulobacterales","215","3","4","Proteobacteria","8","3","false","0","215","13","0"
"593.0","Niesslia","936ed71522910d14e4b21ffdedcbcbef","1.0","0.13636363636363635","Sordariomycetes","1.0","0.16666666666666666","6","1","6","Niessliaceae","1","false","Fungi","436","436","0","2.0","Hypocreales","436","5","3","Ascomycota","6","4","false","0","436","15","0"
"465.0","Colletotrichum","2c668c6e985d22dd56bbc9f78c84ca03","1.6666666666666667","0.05454545454545454","Sordariomycetes","0.6","0.5","4","2","4","Glomerellaceae","3","false","Fungi","339","339","0","2.5","Glomerellales","339","1","2","Ascomycota","4","6","false","0","339","6","0"
"475.0","Acetobacteraceae","9c4a605f83d83cbe8c3e6db438830fb7","1.6666666666666667","0.0","Alphaproteobacteria","0.6","0.8333333333333334","6","2","6","Acetobacteraceae","5","false","Bacteria","168","168","0","3.0","Acetobacterales","168","1","3","Proteobacteria","6","2","false","0","168","0","0"
"351.0","Pedobacter","d15bd1dcb9de71d7452648673a59f5b8","1.75","0.21363636363636357","Bacteroidia","0.5714285714285714","0.6333333333333333","12","3","12","Sphingobacteriaceae","8","false","Bacteria","236","236","0","5.5","Sphingobacteriales","236","4","6","Bacteroidota","12","3","false","0","236","44","0"
"454.0","Microbacteriaceae","997f0249b100da576e71770c55666efb","1.8","0.05","Actinobacteria","0.5555555555555556","0.6666666666666666","6","3","6","Microbacteriaceae","3","false","Bacteria","165","165","0","3.3333333333333335","Micrococcales","165","3","3","Actinobacteriota","6","3","false","0","165","9","0"
"448.0","Caulobacteraceae","ae04dca2a07ec1aa560e836bc399ea57","1.75","1.4166666666666665","Alphaproteobacteria","0.5714285714285714","0.4166666666666667","8","3","8","Caulobacteraceae","5","false","Bacteria","191","191","0","2.5","Caulobacterales","191","3","4","Proteobacteria","8","2","false","0","191","17","0"
