"cooc_method","Edge Betweenness Dir","EdgeBetweenness","interaction","interactionType","Label","method_number","method_scores","methodname_score","name","pval","qval","selected","shared interaction","shared name","weight"
"correl_pearson|dist_bray","89.0","210.85465838509322","","copresence","195->463","2","0.0|0.02970297","","195->463","0.0","0.0","false","","195->463","2.0"
"correl_pearson|dist_bray","2.0","12.333333333333336","","copresence","195->468","2","0.0|0.08576998","","195->468","0.0","0.0","false","","195->468","2.0"
"correl_pearson|dist_bray","2.0","12.333333333333336","","copresence","195->469","2","0.0|0.02970297","","195->469","0.0","0.0","false","","195->469","2.0"
"correl_pearson|dist_bray","1.0","12.0","","copresence","195->474","2","0.0|0.02970297","","195->474","0.0","0.0","false","","195->474","2.0"
"correl_pearson|dist_bray","9.0","106.17142857142869","","copresence","195->476","2","0.0|0.02970297","","195->476","0.0","0.0","false","","195->476","2.0"
"correl_pearson|dist_bray","7.0","65.43809523809527","","copresence","195->480","2","0.0|0.02970297","","195->480","0.0","0.0","false","","195->480","2.0"
"correl_pearson|dist_bray","7.0","148.49999999999994","","copresence","195->482","2","0.0|0.08349146","","195->482","0.0","0.0","false","","195->482","2.0"
"correl_pearson|dist_bray","6.0","88.96666666666668","","copresence","195->483","2","0.0|0.02970297","","195->483","0.0","0.0","false","","195->483","2.0"
"correl_pearson|dist_bray","30.0","315.87500000000006","","copresence","195->487","2","0.0|0.02970297","","195->487","0.0","0.0","false","","195->487","2.0"
"correl_pearson|dist_bray","6.0","132.5333333333333","","copresence","195->491","2","0.0|0.02970297","","195->491","0.0","0.0","false","","195->491","2.0"
"correl_pearson|dist_bray","43.0","710.2999999999998","","copresence","195->495","2","0.0|0.02970297","","195->495","0.0","0.0","false","","195->495","2.0"
"correl_pearson|dist_bray","39.0","326.23473502304114","","copresence","195->497","2","0.0|0.02970297","","195->497","0.0","0.0","false","","195->497","2.0"
"correl_pearson|dist_bray","22.0","180.41162896243526","","copresence","195->498","2","0.0|0.04952381","","195->498","0.0","0.0","false","","195->498","2.0"
"correl_pearson|dist_bray","178.0","1386.7333333333315","","copresence","195->309","2","0.0|0.02970297","","195->309","0.0","0.0","false","","195->309","2.0"
"correl_pearson|dist_bray","31.0","370.44444444444446","","copresence","195->310","2","0.0|0.02970297","","195->310","0.0","0.0","false","","195->310","2.0"
"correl_pearson|dist_bray","26.0","636.083333333333","","copresence","195->315","2","0.0|0.02970297","","195->315","0.0","0.0","false","","195->315","2.0"
"correl_pearson|dist_bray","12.0","206.05555555555569","","copresence","195->322","2","0.0|0.02970297","","195->322","0.0","0.0","false","","195->322","2.0"
"correl_pearson|dist_bray","26.0","276.8694572452637","","copresence","195->327","2","0.0|0.04927536","","195->327","0.0","0.0","false","","195->327","2.0"
"correl_pearson|dist_bray","101.0","1548.013901689707","","copresence","195->334","2","0.0|0.02970297","","195->334","0.0","0.0","false","","195->334","2.0"
"correl_pearson|dist_bray","35.0","342.65973502304143","","copresence","195->350","2","0.0|0.02970297","","195->350","0.0","0.0","false","","195->350","2.0"
"correl_pearson|dist_bray","31.0","562.536541622874","","copresence","195->351","2","0.0|0.02970297","","195->351","0.0","0.0","false","","195->351","2.0"
"correl_pearson|dist_bray","4.0","67.63333333333334","","copresence","195->374","2","0.0|0.01366438","","195->374","0.0","0.0","false","","195->374","2.0"
"correl_pearson|dist_bray","27.0","344.5476190476189","","copresence","195->378","2","0.0|0.0911271","","195->378","0.0","0.0","false","","195->378","2.0"
"correl_pearson|dist_bray","22.0","237.69723502304134","","copresence","195->389","2","0.0|0.04645477","","195->389","0.0","0.0","false","","195->389","2.0"
"correl_pearson|dist_bray","41.0","407.5086385318135","","copresence","195->396","2","0.0|0.02970297","","195->396","0.0","0.0","false","","195->396","2.0"
"correl_pearson|dist_bray","1.0","1.0","","copresence","34->48","2","0.0|0.05026518","","34->48","0.0","0.0","false","","34->48","2.0"
"correl_pearson|dist_bray","1.0","1.0","","copresence","34->233","2","0.08445257|0.0","","34->233","0.0","0.0","false","","34->233","2.0"
"correl_pearson|dist_bray","22.0","109.68253968253966","","copresence","281->310","2","0.0","","281->310","0.0","0.0","false","","281->310","2.0"
"correl_pearson|dist_bray","11.0","145.8778368794326","","copresence","281->315","2","0.0","","281->315","0.0","0.0","false","","281->315","2.0"
"correl_pearson|dist_bray","24.0","139.27490842490835","","copresence","281->363","2","0.0","","281->363","0.0","0.0","false","","281->363","2.0"
"correl_pearson|dist_bray","3.0","23.202898550724626","","copresence","281->370","2","0.0|0.06313131","","281->370","0.0","0.0","false","","281->370","2.0"
"correl_pearson|dist_bray","2.0","23.83333333333333","","copresence","281->374","2","0.0|0.04336735","","281->374","0.0","0.0","false","","281->374","2.0"
"correl_pearson|dist_bray","63.0","86.02084944445409","","copresence","281->378","2","0.0|0.0911271","","281->378","0.0","0.0","false","","281->378","2.0"
"correl_pearson|dist_bray","4.0","29.802564102564087","","copresence","281->408","2","0.0|0.01207729","","281->408","0.0","0.0","false","","281->408","2.0"
"correl_pearson|dist_bray","220.0","1075.6036377001542","","copresence","281->424","2","0.0","","281->424","0.0","0.0","false","","281->424","2.0"
"correl_pearson|dist_bray","6.0","62.93571428571433","","copresence","281->427","2","0.0","","281->427","0.0","0.0","false","","281->427","2.0"
"correl_pearson|dist_bray","170.0","271.03670787559275","","copresence","281->430","2","0.0","","281->430","0.0","0.0","false","","281->430","2.0"
"correl_pearson|dist_bray","6.0","51.400793650793666","","copresence","281->432","2","0.0","","281->432","0.0","0.0","false","","281->432","2.0"
"correl_pearson|dist_bray","60.0","83.48500390701284","","copresence","281->468","2","0.0|0.08576998","","281->468","0.0","0.0","false","","281->468","2.0"
"correl_pearson|dist_bray","5.0","31.724999999999994","","copresence","281->469","2","0.0|0.00634249","","281->469","0.0","0.0","false","","281->469","2.0"
"correl_pearson|dist_bray","6.0","41.724358974358964","","copresence","281->474","2","0.0","","281->474","0.0","0.0","false","","281->474","2.0"
"correl_pearson|dist_bray","317.0","754.1283230018328","","copresence","281->480","2","0.0","","281->480","0.0","0.0","false","","281->480","2.0"
"correl_pearson|dist_bray","17.0","83.88152958152956","","copresence","281->482","2","0.0|0.08349146","","281->482","0.0","0.0","false","","281->482","2.0"
"correl_pearson|dist_bray","6.0","39.720634920634915","","copresence","281->483","2","0.0","","281->483","0.0","0.0","false","","281->483","2.0"
"correl_pearson|dist_bray","13.0","109.36825396825395","","copresence","281->487","2","0.0|0.01014199","","281->487","0.0","0.0","false","","281->487","2.0"
"correl_pearson|dist_bray","170.0","285.10285709777776","","copresence","281->491","2","0.0","","281->491","0.0","0.0","false","","281->491","2.0"
"correl_pearson|dist_bray","1.0","7.0","","copresence","118->108","2","0.0030779|0.9999823545521754","","118->108","0.0","0.0","false","","118->108","2.0"
"correl_pearson|dist_bray","1.0","7.0","","copresence","118->73","2","0.9972246620604507|0.0380135","","118->73","0.0","0.0","false","","118->73","2.0"
"correl_pearson|dist_bray","1.0","8.0","","copresence","138->183","2","0.0|0.01641904","","138->183","0.0","0.0","false","","138->183","2.0"
"correl_pearson|dist_bray","1.0","8.0","","copresence","138->304","2","0.06157209|0.0","","138->304","0.0","0.0","false","","138->304","2.0"
"correl_pearson|dist_bray","1.0","8.0","","copresence","138->73","2","0.9955330029089551|0.04685708","","138->73","0.0","0.0","false","","138->73","2.0"
"correl_pearson|dist_bray","1.0","8.0","","copresence","138->108","2","0.9867230505334486|0.08179268","","138->108","0.0","0.0","false","","138->108","2.0"
"correl_pearson|dist_bray","1.0","8.0","","copresence","138->118","2","0.08487058|0.9857408172675711","","138->118","0.0","0.0","false","","138->118","2.0"
"correl_pearson|dist_bray","1.0","3.0","","copresence","470->514","2","0.0|0.09899329","","470->514","0.0","0.0","false","","470->514","2.0"
"correl_pearson|dist_bray","1.0","3.0","","copresence","470->277","2","0.09899329|0.9968489069552104","","470->277","0.0","0.0","false","","470->277","2.0"
"correl_pearson|dist_bray","1.0","1.0","","copresence","387->266","2","0.0935412|0.9912083841471777","","387->266","0.0","0.0","false","","387->266","2.0"
"correl_pearson|dist_bray","6.0","194.0","","copresence","387->488","2","0.0|0.06335535","","387->488","0.0","0.0","false","","387->488","2.0"
"correl_pearson|dist_bray","1.0","3.0","","copresence","285->266","2","0.00937107|0.9999325562343095","","285->266","0.0","0.0","false","","285->266","2.0"
"correl_pearson|dist_bray","1.0","3.0","","copresence","285->406","2","0.0|0.06364212","","285->406","0.0","0.0","false","","285->406","2.0"
"correl_pearson|dist_bray","11.0","17.999999999999996","","copresence","285->487","2","0.0|0.09048694","","285->487","0.0","0.0","false","","285->487","2.0"
"correl_pearson|dist_bray","16.0","30.44385026737968","","copresence","285->498","2","0.0|0.07777179","","285->498","0.0","0.0","false","","285->498","2.0"
"correl_pearson|dist_bray","265.0","164.5561497326203","","copresence","285->313","2","0.0|0.05106625","","285->313","0.0","0.0","false","","285->313","2.0"
"correl_pearson|dist_bray","2.0","6.0","","copresence","285->387","2","0.0|0.0935412","","285->387","0.0","0.0","false","","285->387","2.0"
"correl_pearson|dist_bray","1.0","4.0","","copresence","492->271","2","0.0895427|0.9918222984585275","","492->271","0.0","0.0","false","","492->271","2.0"
"correl_pearson|dist_bray","1.0","4.0","","copresence","492->507","2","0.0|0.09037901","","492->507","0.0","0.0","false","","492->507","2.0"
"correl_pearson|dist_bray","1.0","2.0","","copresence","91->77","2","0.03608696|0.9973344951996302","","91->77","0.0","0.0","false","","91->77","2.0"
"correl_pearson|dist_bray","3.0","6.0","","copresence","91->163","2","0.0|0.09876543","","91->163","0.0","0.0","false","","91->163","2.0"
"correl_pearson|dist_bray","20.0","141.75059107559107","","copresence","480->403","2","0.0|0.9999999999999996","","480->403","0.0","0.0","false","","480->403","2.0"
"correl_pearson|dist_bray","1.0","76.0","","copresence","480->408","2","0.9999252874878163|0.01207729","","480->408","0.0","0.0","false","","480->408","2.0"
"correl_pearson|dist_bray","388.0","1233.6565984600452","","copresence","480->463","2","0.0|0.9999999999999973","","480->463","0.0","0.0","false","","480->463","2.0"
"correl_pearson|dist_bray","2.0","152.0","","copresence","480->468","2","0.9956095562401889|0.08576998","","480->468","0.0","0.0","false","","480->468","2.0"
"correl_pearson|dist_bray","1.0","76.0","","copresence","480->469","2","0.00634249|0.9999796366801895","","480->469","0.0","0.0","false","","480->469","2.0"
"correl_pearson|dist_bray","68.0","474.13492562402143","","copresence","480->302","2","0.0|0.9999999999999947","","480->302","0.0","0.0","false","","480->302","2.0"
"correl_pearson|dist_bray","2.0","76.33333333333326","","copresence","480->370","2","0.9982217366955297|0.06313131","","480->370","0.0","0.0","false","","480->370","2.0"
"correl_pearson|dist_bray","846.0","4488.421730935547","","copresence","480->510","2","0.0","","480->510","0.0","0.0","false","","480->510","2.0"
"correl_pearson|dist_bray","617.0","2494.3506880717873","","copresence","480->511","2","0.0|0.07581227","","480->511","0.0","0.0","false","","480->511","2.0"
"correl_pearson|dist_bray","32.0","586.0460317460318","","copresence","437->510","2","0.0","","437->510","0.0","0.0","false","","437->510","2.0"
"correl_pearson|dist_bray","28.0","614.9279790385048","","copresence","437->511","2","0.0|0.07581227","","437->511","0.0","0.0","false","","437->511","2.0"
"correl_pearson|dist_bray","2.0","93.60000000000014","","copresence","437->208","2","0.9991737042503066|0.05429864","","437->208","0.0","0.0","false","","437->208","2.0"
"correl_pearson|dist_bray","3.0","171.59999999999988","","copresence","437->281","2","0.0|0.9999999999999957","","437->281","0.0","0.0","false","","437->281","2.0"
"correl_pearson|dist_bray","2.0","83.5714285714285","","copresence","437->408","2","0.9999252874878188|0.01207729","","437->408","0.0","0.0","false","","437->408","2.0"
"correl_pearson|dist_bray","3.0","92.2380952380953","","copresence","437->430","2","0.0|0.9999999999999989","","437->430","0.0","0.0","false","","437->430","2.0"
"correl_pearson|dist_bray","2.0","79.66666666666661","","copresence","437->432","2","0.0|0.9999999999999999","","437->432","0.0","0.0","false","","437->432","2.0"
"correl_pearson|dist_bray","16.0","309.29480519480495","","copresence","437->463","2","0.0","","437->463","0.0","0.0","false","","437->463","2.0"
"correl_pearson|dist_bray","2.0","83.5714285714285","","copresence","437->468","2","0.0|0.08576998","","437->468","0.0","0.0","false","","437->468","2.0"
"correl_pearson|dist_bray","2.0","83.5714285714285","","copresence","437->469","2","0.0|0.00634249","","437->469","0.0","0.0","false","","437->469","2.0"
"correl_pearson|dist_bray","1.0","78.0","","copresence","437->474","2","0.0","","437->474","0.0","0.0","false","","437->474","2.0"
"correl_pearson|dist_bray","3.0","86.90476190476191","","copresence","437->480","2","0.0","","437->480","0.0","0.0","false","","437->480","2.0"
"correl_pearson|dist_bray","3.0","161.57142857142867","","copresence","437->482","2","0.0|0.08349146","","437->482","0.0","0.0","false","","437->482","2.0"
"correl_pearson|dist_bray","1.0","78.0","","copresence","437->483","2","0.0","","437->483","0.0","0.0","false","","437->483","2.0"
"correl_pearson|dist_bray","4.0","129.07142857142833","","copresence","437->487","2","0.0|0.01014199","","437->487","0.0","0.0","false","","437->487","2.0"
"correl_pearson|dist_bray","4.0","94.7380952380953","","copresence","437->491","2","0.0","","437->491","0.0","0.0","false","","437->491","2.0"
"correl_pearson|dist_bray","2.0","86.66666666666681","","copresence","437->495","2","0.0","","437->495","0.0","0.0","false","","437->495","2.0"
"correl_pearson|dist_bray","2.0","83.5714285714285","","copresence","437->497","2","0.0","","437->497","0.0","0.0","false","","437->497","2.0"
"correl_pearson|dist_bray","4.0","125.17142857142848","","copresence","437->498","2","0.0|0.04952381","","437->498","0.0","0.0","false","","437->498","2.0"
"correl_pearson|dist_bray","7.0","133.3662337662338","","copresence","437->302","2","0.0|0.9999999999999973","","437->302","0.0","0.0","false","","437->302","2.0"
"correl_pearson|dist_bray","1.0","78.0","","copresence","437->310","2","0.0|0.9999999999999978","","437->310","0.0","0.0","false","","437->310","2.0"
"correl_pearson|dist_bray","3.0","93.33333333333339","","copresence","437->315","2","0.0|0.9999999999999996","","437->315","0.0","0.0","false","","437->315","2.0"
"correl_pearson|dist_bray","3.0","113.10000000000014","","copresence","437->327","2","0.04927536|0.9986568357634669","","437->327","0.0","0.0","false","","437->327","2.0"
"correl_pearson|dist_bray","49.0","762.0646464646458","","copresence","437->362","2","0.9999051474509368|0.01358696","","437->362","0.0","0.0","false","","437->362","2.0"
"correl_pearson|dist_bray","4.0","88.23809523809528","","copresence","437->363","2","0.0|0.999999999999997","","437->363","0.0","0.0","false","","437->363","2.0"
"correl_pearson|dist_bray","3.0","79.20289855072468","","copresence","437->370","2","0.9982217366955263|0.06313131","","437->370","0.0","0.0","false","","437->370","2.0"
"correl_pearson|dist_bray","2.0","83.5714285714285","","copresence","437->374","2","0.9989722881044772|0.04336735","","437->374","0.0","0.0","false","","437->374","2.0"
"correl_pearson|dist_bray","3.0","92.2380952380953","","copresence","437->378","2","0.9983377303613447|0.0911271","","437->378","0.0","0.0","false","","437->378","2.0"
"correl_pearson|dist_bray","42.0","1007.2397081413212","","copresence","437->384","2","0.9999460402377867|0.01028278","","437->384","0.0","0.0","false","","437->384","2.0"
"correl_pearson|dist_bray","1.0","78.0","","copresence","437->389","2","0.998813172132797|0.04645477","","437->389","0.0","0.0","false","","437->389","2.0"
"correl_pearson|dist_bray","1.0","2.0","","copresence","296->268","2","0.997836861820412|0.03824289","","296->268","0.0","0.0","false","","296->268","2.0"
"correl_pearson|dist_bray","4.0","6.75","","copresence","296->407","2","0.0|0.00983607","","296->407","0.0","0.0","false","","296->407","2.0"
"correl_pearson|dist_bray","4.0","6.75","","copresence","296->481","2","0.0|0.0248062","","296->481","0.0","0.0","false","","296->481","2.0"
"correl_pearson|dist_bray","1.0","5.0","","copresence","251->267","2","0.0|0.08615137","","251->267","0.0","0.0","false","","251->267","2.0"
"correl_pearson|dist_bray","5.0","12.5","","copresence","251->268","2","0.0|0.02173913","","251->268","0.0","0.0","false","","251->268","2.0"
"correl_pearson|dist_bray","5.0","12.5","","copresence","251->296","2","0.0|0.04855072","","251->296","0.0","0.0","false","","251->296","2.0"
"correl_pearson|dist_bray","10.0","141.71248196248175","","copresence","427->483","2","0.0","","427->483","0.0","0.0","false","","427->483","2.0"
"correl_pearson|dist_bray","1.0","1.0","","copresence","187->282","2","0.0|0.09815893","","187->282","0.0","0.0","false","","187->282","2.0"
"correl_pearson|dist_bray","2.0","101.25","","copresence","261->254","2","0.9954588667729216|0.08710801","","261->254","0.0","0.0","false","","261->254","2.0"
"correl_pearson|dist_bray","9.0","114.94166666666662","","copresence","261->408","2","0.0|0.08710801","","261->408","0.0","0.0","false","","261->408","2.0"
"correl_pearson|dist_bray","97.0","413.0097449651799","","copresence","261->468","2","0.0|0.08710801","","261->468","0.0","0.0","false","","261->468","2.0"
"correl_pearson|dist_bray","13.0","182.94166666666658","","copresence","261->469","2","0.0|0.08710801","","261->469","0.0","0.0","false","","261->469","2.0"
"correl_pearson|dist_bray","9.0","214.2999999999999","","copresence","261->474","2","0.0|0.08710801","","261->474","0.0","0.0","false","","261->474","2.0"
"correl_pearson|dist_bray","784.0","4615.818984694388","","copresence","261->475","2","0.0|0.06532584","","261->475","0.0","0.0","false","","261->475","2.0"
"correl_pearson|dist_bray","521.0","2490.1812375837712","","copresence","261->476","2","0.0|0.08710801","","261->476","0.0","0.0","false","","261->476","2.0"
"correl_pearson|dist_bray","433.0","1486.0119241609427","","copresence","261->480","2","0.0|0.08710801","","261->480","0.0","0.0","false","","261->480","2.0"
"correl_pearson|dist_bray","905.0","10338.752789618437","","copresence","261->191","2","0.9954588667729232|0.08710801","","261->191","0.0","0.0","false","","261->191","2.0"
"correl_pearson|dist_bray","2097.0","22251.005187338225","","copresence","261->195","2","0.9949135813816166|0.08710801","","261->195","0.0","0.0","false","","261->195","2.0"
"correl_pearson|dist_bray","66.0","554.3085164835165","","copresence","261->363","2","0.0|0.08710801","","261->363","0.0","0.0","false","","261->363","2.0"
"correl_pearson|dist_bray","4.0","100.66666666666677","","copresence","261->370","2","0.0|0.08710801","","261->370","0.0","0.0","false","","261->370","2.0"
"correl_pearson|dist_bray","1145.0","7452.66229182724","","copresence","261->517","2","0.0|0.08710801","","261->517","0.0","0.0","false","","261->517","2.0"
"correl_pearson|dist_bray","7.0","168.8888888888889","","copresence","510->302","2","0.0|0.9999999999999984","","510->302","0.0","0.0","false","","510->302","2.0"
"correl_pearson|dist_bray","22.0","246.53512189564842","","copresence","510->322","2","0.0|0.9999999999999971","","510->322","0.0","0.0","false","","510->322","2.0"
"correl_pearson|dist_bray","33.0","245.58681760439174","","copresence","510->327","2","0.04927536|0.9986568357634681","","510->327","0.0","0.0","false","","510->327","2.0"
"correl_pearson|dist_bray","66.0","1015.0825842646317","","copresence","510->334","2","0.0|0.9999999999999991","","510->334","0.0","0.0","false","","510->334","2.0"
"correl_pearson|dist_bray","59.0","502.85511597269004","","copresence","510->350","2","0.025|0.9997879036747914","","510->350","0.0","0.0","false","","510->350","2.0"
"correl_pearson|dist_bray","4.0","160.41666666666663","","copresence","510->363","2","0.0|0.9999999999999984","","510->363","0.0","0.0","false","","510->363","2.0"
"correl_pearson|dist_bray","1.0","67.0","","copresence","510->370","2","0.06313131|0.9982217366955256","","510->370","0.0","0.0","false","","510->370","2.0"
"correl_pearson|dist_bray","16.0","215.77380952380943","","copresence","510->374","2","0.9989722881044784|0.04336735","","510->374","0.0","0.0","false","","510->374","2.0"
"correl_pearson|dist_bray","47.0","894.1966298321564","","copresence","510->378","2","0.0911271|0.9983377303613468","","510->378","0.0","0.0","false","","510->378","2.0"
"correl_pearson|dist_bray","172.0","1103.0490352466766","","copresence","510->384","2","0.9999460402377907|0.01028278","","510->384","0.0","0.0","false","","510->384","2.0"
"correl_pearson|dist_bray","16.0","175.04696969696957","","copresence","510->389","2","0.04645477|0.9988131721327972","","510->389","0.0","0.0","false","","510->389","2.0"
"correl_pearson|dist_bray","9.0","112.18033910533914","","copresence","510->208","2","0.9991737042503046|0.05429864","","510->208","0.0","0.0","false","","510->208","2.0"
"correl_pearson|dist_bray","661.0","3574.1734395195563","","copresence","510->232","2","0.0|0.9999999999999988","","510->232","0.0","0.0","false","","510->232","2.0"
"correl_pearson|dist_bray","101.0","1975.648874991451","","copresence","510->245","2","0.0|0.999999999999997","","510->245","0.0","0.0","false","","510->245","2.0"
"correl_pearson|dist_bray","33.0","258.14014483271893","","copresence","510->294","2","0.9998563654080527|0.01666667","","510->294","0.0","0.0","false","","510->294","2.0"
"correl_pearson|dist_bray","3.0","139.16666666666674","","copresence","510->408","2","0.01207729|0.9999252874878183","","510->408","0.0","0.0","false","","510->408","2.0"
"correl_pearson|dist_bray","14.0","254.01378915202415","","copresence","510->427","2","0.0|0.9999999999999998","","510->427","0.0","0.0","false","","510->427","2.0"
"correl_pearson|dist_bray","1.0","68.0","","copresence","234->208","2","0.9991737042503023|0.05429864","","234->208","0.0","0.0","false","","234->208","2.0"
"correl_pearson|dist_bray","3.0","99.16666666666659","","copresence","234->221","2","0.0|0.9999999999999999","","234->221","0.0","0.0","false","","234->221","2.0"
"correl_pearson|dist_bray","2.0","69.0","","copresence","234->254","2","0.0","","234->254","0.0","0.0","false","","234->254","2.0"
"correl_pearson|dist_bray","3.0","93.5","","copresence","234->294","2","0.0|0.01666667","","234->294","0.0","0.0","false","","234->294","2.0"
"correl_pearson|dist_bray","3.0","76.3571428571428","","copresence","234->408","2","0.0|0.01207729","","234->408","0.0","0.0","false","","234->408","2.0"
"correl_pearson|dist_bray","5.0","77.62287581699346","","copresence","234->427","2","0.0","","234->427","0.0","0.0","false","","234->427","2.0"
"correl_pearson|dist_bray","5.0","84.04406850459479","","copresence","234->432","2","0.0","","234->432","0.0","0.0","false","","234->432","2.0"
"correl_pearson|dist_bray","157.0","1179.6447379131594","","copresence","234->449","2","0.0|0.09638554","","234->449","0.0","0.0","false","","234->449","2.0"
"correl_pearson|dist_bray","5.0","98.67936507936491","","copresence","234->468","2","0.0|0.08576998","","234->468","0.0","0.0","false","","234->468","2.0"
"correl_pearson|dist_bray","4.0","77.88214285714281","","copresence","234->469","2","0.0|0.00634249","","234->469","0.0","0.0","false","","234->469","2.0"
"correl_pearson|dist_bray","2.0","75.0","","copresence","234->474","2","0.0","","234->474","0.0","0.0","false","","234->474","2.0"
"correl_pearson|dist_bray","9.0","159.34523809523816","","copresence","234->482","2","0.0|0.08349146","","234->482","0.0","0.0","false","","234->482","2.0"
"correl_pearson|dist_bray","4.0","75.58015873015871","","copresence","234->483","2","0.0","","234->483","0.0","0.0","false","","234->483","2.0"
"correl_pearson|dist_bray","9.0","116.78650793650799","","copresence","234->487","2","0.0|0.01014199","","234->487","0.0","0.0","false","","234->487","2.0"
"correl_pearson|dist_bray","7.0","120.84603174603173","","copresence","234->491","2","0.0","","234->491","0.0","0.0","false","","234->491","2.0"
"correl_pearson|dist_bray","35.0","264.0935474369686","","copresence","234->497","2","0.0","","234->497","0.0","0.0","false","","234->497","2.0"
"correl_pearson|dist_bray","35.0","194.79861089203192","","copresence","234->498","2","0.0|0.04952381","","234->498","0.0","0.0","false","","234->498","2.0"
"correl_pearson|dist_bray","3.0","100.0","","copresence","234->310","2","0.0","","234->310","0.0","0.0","false","","234->310","2.0"
"correl_pearson|dist_bray","12.0","210.13888888888877","","copresence","234->315","2","0.0","","234->315","0.0","0.0","false","","234->315","2.0"
"correl_pearson|dist_bray","30.0","170.9686695370906","","copresence","234->327","2","0.0|0.04927536","","234->327","0.0","0.0","false","","234->327","2.0"
"correl_pearson|dist_bray","36.0","215.6423028482239","","copresence","234->350","2","0.0|0.025","","234->350","0.0","0.0","false","","234->350","2.0"
"correl_pearson|dist_bray","34.0","194.44356832251552","","copresence","234->351","2","0.0","","234->351","0.0","0.0","false","","234->351","2.0"
"correl_pearson|dist_bray","4.0","88.19047619047618","","copresence","234->363","2","0.0","","234->363","0.0","0.0","false","","234->363","2.0"
"correl_pearson|dist_bray","3.0","71.8333333333333","","copresence","234->370","2","0.0|0.06313131","","234->370","0.0","0.0","false","","234->370","2.0"
"correl_pearson|dist_bray","3.0","78.45714285714287","","copresence","234->374","2","0.0|0.04336735","","234->374","0.0","0.0","false","","234->374","2.0"
"correl_pearson|dist_bray","11.0","174.28253968253978","","copresence","234->378","2","0.0|0.0911271","","234->378","0.0","0.0","false","","234->378","2.0"
"correl_pearson|dist_bray","30.0","164.79170761012878","","copresence","234->389","2","0.0|0.04645477","","234->389","0.0","0.0","false","","234->389","2.0"
"correl_pearson|dist_bray","97.0","946.1026744210955","","copresence","234->510","2","0.0","","234->510","0.0","0.0","false","","234->510","2.0"
"correl_pearson|dist_bray","83.0","637.4103944788158","","copresence","234->511","2","0.0|0.07581227","","234->511","0.0","0.0","false","","234->511","2.0"
"correl_pearson|dist_bray","6.0","158.20289855072457","","copresence","498->370","2","0.9976275561014253|0.06313131","","498->370","0.0","0.0","false","","498->370","2.0"
"correl_pearson|dist_bray","1185.0","12869.638620033233","","copresence","498->384","2","0.9996879760352048|0.03924103","","498->384","0.0","0.0","false","","498->384","2.0"
"correl_pearson|dist_bray","4.0","159.0","","copresence","498->208","2","0.9985930329233914|0.05429864","","498->208","0.0","0.0","false","","498->208","2.0"
"correl_pearson|dist_bray","23.0","389.43333333333294","","copresence","498->266","2","0.9947750130124771|0.08714286","","498->266","0.0","0.0","false","","498->266","2.0"
"correl_pearson|dist_bray","22.0","251.55730103230115","","copresence","498->403","2","0.9994998401668755|0.04952381","","498->403","0.0","0.0","false","","498->403","2.0"
"correl_pearson|dist_bray","4.0","157.00000000000003","","copresence","498->408","2","0.9994079422597395|0.04952381","","498->408","0.0","0.0","false","","498->408","2.0"
"correl_pearson|dist_bray","10.0","229.73571428571435","","copresence","498->427","2","0.9994998401668757|0.04952381","","498->427","0.0","0.0","false","","498->427","2.0"
"correl_pearson|dist_bray","8.0","193.62222222222212","","copresence","498->432","2","0.9994998401668755|0.04952381","","498->432","0.0","0.0","false","","498->432","2.0"
"correl_pearson|dist_bray","9.0","190.14285714285725","","copresence","498->483","2","0.9994998401668787|0.04952381","","498->483","0.0","0.0","false","","498->483","2.0"
"correl_pearson|dist_bray","2.0","84.57142857142857","","copresence","517->408","2","0.9999252874878216|0.01207729","","517->408","0.0","0.0","false","","517->408","2.0"
"correl_pearson|dist_bray","474.0","4842.5701569170715","","copresence","517->449","2","0.09638554|0.9971848184033264","","517->449","0.0","0.0","false","","517->449","2.0"
"correl_pearson|dist_bray","3.0","99.37142857142851","","copresence","517->468","2","0.9956095562401885|0.08576998","","517->468","0.0","0.0","false","","517->468","2.0"
"correl_pearson|dist_bray","2.0","84.57142857142857","","copresence","517->469","2","0.00634249|0.9999796366801913","","517->469","0.0","0.0","false","","517->469","2.0"
"correl_pearson|dist_bray","2.0","78.16666666666666","","copresence","517->474","2","0.0|0.9999999999999997","","517->474","0.0","0.0","false","","517->474","2.0"
"correl_pearson|dist_bray","115.0","2305.9034740929865","","copresence","517->195","2","0.02970297|0.999531344067099","","517->195","0.0","0.0","false","","517->195","2.0"
"correl_pearson|dist_bray","325.0","2030.0875113844481","","copresence","517->300","2","0.0|0.9999999999999989","","517->300","0.0","0.0","false","","517->300","2.0"
"correl_pearson|dist_bray","28.0","248.42142857142866","","copresence","517->302","2","0.0|0.9999999999999968","","517->302","0.0","0.0","false","","517->302","2.0"
"correl_pearson|dist_bray","47.0","561.7745421245421","","copresence","517->362","2","0.01358696|0.9999051474509391","","517->362","0.0","0.0","false","","517->362","2.0"
"correl_pearson|dist_bray","1.0","74.0","","copresence","517->370","2","0.06313131|0.9982217366955304","","517->370","0.0","0.0","false","","517->370","2.0"
"correl_pearson|dist_bray","172.0","957.4790221113382","","copresence","517->511","2","0.07581227|0.9986509401971225","","517->511","0.0","0.0","false","","517->511","2.0"
