"cooc_method","Edge Betweenness Dir","EdgeBetweenness","interaction","interactionType","Label","method_number","method_scores","methodname_score","name","pval","qval","selected","shared interaction","shared name","weight"
"correl_pearson|dist_bray","1.0","4.0","","copresence","244->247","2","0.0|0.08308679","","244->247","0.0","0.0","true","","244->247","2.0"
"correl_pearson|dist_bray","1.0","1.0","","copresence","462->71","2","0.9974635258580644|0.03655556","","462->71","0.0","0.0","true","","462->71","2.0"
"correl_pearson|dist_bray","3.0","10.0","","copresence","500->55","2","0.9999202872096801|0.00675515","","500->55","0.0","0.0","true","","500->55","2.0"
"correl_pearson|dist_bray","12.0","56.0","","copresence","154->118","2","0.03622739|0.9991250682096599","","154->118","0.0","0.0","false","","154->118","2.0"
"correl_pearson|dist_bray","2.0","8.0","","copresence","154->158","2","0.0|0.01964113","","154->158","0.0","0.0","true","","154->158","2.0"
"correl_pearson|dist_bray","5.0","25.0","","copresence","93->154","2","0.0|0.06199049","","93->154","0.0","0.0","false","","93->154","2.0"
"correl_pearson|dist_bray","2.0","6.0","","copresence","93->158","2","0.0|0.07387109","","93->158","0.0","0.0","true","","93->158","2.0"
"correl_pearson|dist_bray","1.0","2.0","","copresence","145->443","2","0.0|0.07551894","","145->443","0.0","0.0","true","","145->443","2.0"
"correl_pearson|dist_bray","4.0","12.0","","copresence","391->488","2","0.0|0.08024715","","391->488","0.0","0.0","false","","391->488","2.0"
"correl_pearson|dist_bray","3.0","15.0","","copresence","326->391","2","0.09854548|0.0","","326->391","0.0","0.0","true","","326->391","2.0"
"correl_pearson|dist_bray","1.0","2.0","","copresence","361->343","2","0.9999269788912026|0.00770601","","361->343","0.0","0.0","true","","361->343","2.0"
"correl_pearson|dist_bray","2.0","12.0","","copresence","461->381","2","0.9993676180805516|0.01920904","","461->381","0.0","0.0","true","","461->381","2.0"
"correl_pearson|dist_bray","1.0","3.0","","copresence","38->286","2","0.0|0.04299497","","38->286","0.0","0.0","true","","38->286","2.0"
"correl_pearson|dist_bray","1.0","3.0","","copresence","38->23","2","0.06974497|0.9941061244050137","","38->23","0.0","0.0","true","","38->23","2.0"
"correl_pearson|dist_bray","1.0","3.0","","copresence","38->50","2","0.0|0.06095756","","38->50","0.0","0.0","true","","38->50","2.0"
"correl_pearson|dist_bray","4.0","11.0","","copresence","488->159","2","0.9961566748902713|0.06270096","","488->159","0.0","0.0","false","","488->159","2.0"
"correl_pearson|dist_bray","2.0","16.0","","copresence","132->172","2","0.0|0.02466649","","132->172","0.0","0.0","true","","132->172","2.0"
"correl_pearson|dist_bray","2.0","30.0","","copresence","249->132","2","0.02649177|0.9985517552590188","","249->132","0.0","0.0","true","","249->132","2.0"
"correl_pearson|dist_bray","2.0","12.0","","copresence","258->208","2","0.04928551|0.9954244164724791","","258->208","0.0","0.0","true","","258->208","2.0"
"correl_pearson|dist_bray","1.0","3.0","","copresence","240->295","2","0.0|0.063689","","240->295","0.0","0.0","true","","240->295","2.0"
"correl_pearson|dist_bray","1.0","3.0","","copresence","240->208","2","0.9982842580785468|0.03409648","","240->208","0.0","0.0","true","","240->208","2.0"
"correl_pearson|dist_bray","1.0","3.0","","copresence","240->413","2","0.0|0.02150538","","240->413","0.0","0.0","true","","240->413","2.0"
"correl_pearson|dist_bray","1.0","3.0","","copresence","240->232","2","0.035435|0.9988255270206262","","240->232","0.0","0.0","true","","240->232","2.0"
"correl_pearson|dist_bray","1.0","3.0","","copresence","240->258","2","0.0|0.08338199","","240->258","0.0","0.0","true","","240->258","2.0"
"correl_pearson|dist_bray","1.0","1.0","","copresence","120->417","2","0.0|0.05633907","","120->417","0.0","0.0","true","","120->417","2.0"
"correl_pearson|dist_bray","5.0","21.0","","copresence","239->196","2","0.996070148905843|0.0441583","","239->196","0.0","0.0","false","","239->196","2.0"
"correl_pearson|dist_bray","2.0","2.0","","copresence","94->239","2","0.0|0.02002786","","94->239","0.0","0.0","true","","94->239","2.0"
"correl_pearson|dist_bray","3.0","27.0","","copresence","503->497","2","0.9953282944001537|0.06326812","","503->497","0.0","0.0","true","","503->497","2.0"
"correl_pearson|dist_bray","2.0","18.0","","copresence","503->498","2","0.9907850585068598|0.08706683","","503->498","0.0","0.0","true","","503->498","2.0"
"correl_pearson|dist_bray","1.0","9.0","","copresence","503->422","2","0.01135147|0.9998629976712288","","503->422","0.0","0.0","true","","503->422","2.0"
"correl_pearson|dist_bray","2.0","2.0","","copresence","352->409","2","0.0|0.09751773","","352->409","0.0","0.0","true","","352->409","2.0"
"correl_pearson|dist_bray","1.0","1.0","","copresence","352->396","2","0.0|0.09751773","","352->396","0.0","0.0","true","","352->396","2.0"
"correl_pearson|dist_bray","6.0","35.0","","copresence","230->126","2","0.9997209626817805|0.02307692","","230->126","0.0","0.0","false","","230->126","2.0"
"correl_pearson|dist_bray","8.0","37.5","","copresence","230->204","2","0.04651163|0.9988104534323773","","230->204","0.0","0.0","false","","230->204","2.0"
"correl_pearson|dist_bray","2.0","10.5","","copresence","230->440","2","0.0","","230->440","0.0","0.0","true","","230->440","2.0"
"correl_pearson|dist_bray","5.0","28.0","","copresence","248->359","2","0.0|0.05667481","","248->359","0.0","0.0","false","","248->359","2.0"
"correl_pearson|dist_bray","2.0","7.999999999999999","","copresence","248->373","2","0.0|0.06393407","","248->373","0.0","0.0","true","","248->373","2.0"
"correl_pearson|dist_bray","2.0","10.0","","copresence","248->381","2","0.0|0.03660831","","248->381","0.0","0.0","true","","248->381","2.0"
"correl_pearson|dist_bray","2.0","16.0","","copresence","248->308","2","0.0|0.04299289","","248->308","0.0","0.0","true","","248->308","2.0"
"correl_pearson|dist_bray","6.0","12.0","","copresence","308->359","2","0.0|0.01368192","","308->359","0.0","0.0","false","","308->359","2.0"
"correl_pearson|dist_bray","1.0","7.0","","copresence","23->286","2","0.0|0.02675","","23->286","0.0","0.0","true","","23->286","2.0"
"correl_pearson|dist_bray","1.0","7.0","","copresence","23->50","2","0.0|0.0087874","","23->50","0.0","0.0","true","","23->50","2.0"
"correl_pearson|dist_bray","1.0","6.0","","copresence","150->50","2","0.03295873|0.9987262543436111","","150->50","0.0","0.0","true","","150->50","2.0"
"correl_pearson|dist_bray","1.0","6.0","","copresence","150->286","2","0.0|0.01499613","","150->286","0.0","0.0","true","","150->286","2.0"
"correl_pearson|dist_bray","1.0","6.0","","copresence","150->23","2","0.04174613|0.9979883406528581","","150->23","0.0","0.0","true","","150->23","2.0"
"correl_pearson|dist_bray","3.0","17.0","","copresence","208->232","2","0.0|0.0480261","","208->232","0.0","0.0","true","","208->232","2.0"
"correl_pearson|dist_bray","3.0","17.0","","copresence","498->208","2","0.9860808232426328|0.09320879","","498->208","0.0","0.0","true","","498->208","2.0"
"correl_pearson|dist_bray","2.0","7.0","","copresence","496->50","2","0.999010489928334|0.03122367","","496->50","0.0","0.0","true","","496->50","2.0"
"correl_pearson|dist_bray","1.0","8.0","","copresence","178->249","2","0.0|0.03506729","","178->249","0.0","0.0","true","","178->249","2.0"
"correl_pearson|dist_bray","1.0","8.0","","copresence","178->132","2","0.00857552|0.9998500241990774","","178->132","0.0","0.0","true","","178->132","2.0"
"correl_pearson|dist_bray","1.0","8.0","","copresence","178->172","2","0.9977278096459407|0.03324201","","178->172","0.0","0.0","true","","178->172","2.0"
"correl_pearson|dist_bray","1.0","8.0","","copresence","178->381","2","0.0|0.09155701","","178->381","0.0","0.0","true","","178->381","2.0"
"correl_pearson|dist_bray","2.0","3.0","","copresence","457->351","2","0.994336699516572|0.06881028","","457->351","0.0","0.0","true","","457->351","2.0"
"correl_pearson|dist_bray","8.0","48.0","","copresence","454->359","2","0.07031095|0.9940674037036562","","454->359","0.0","0.0","false","","454->359","2.0"
"correl_pearson|dist_bray","2.0","9.5","","copresence","454->373","2","0.06305169|0.9952882500209445","","454->373","0.0","0.0","true","","454->373","2.0"
"correl_pearson|dist_bray","1.0","7.0","","copresence","454->378","2","0.04228902|0.997956064246796","","454->378","0.0","0.0","true","","454->378","2.0"
"correl_pearson|dist_bray","2.0","7.5","","copresence","459->378","2","0.04828883|0.9973636789750998","","459->378","0.0","0.0","true","","459->378","2.0"
"correl_pearson|dist_bray","6.0","27.5","","copresence","459->454","2","0.00599982|0.9999623154695707","","459->454","0.0","0.0","false","","459->454","2.0"
"correl_pearson|dist_bray","8.0","48.00000000000001","","copresence","440->467","2","0.0","","440->467","0.0","0.0","false","","440->467","2.0"
"correl_pearson|dist_bray","11.0","46.50000000000001","","copresence","342->254","2","0.04456825|0.9989121510604065","","342->254","0.0","0.0","false","","342->254","2.0"
"correl_pearson|dist_bray","2.0","10.0","","copresence","342->276","2","0.04456825|0.9989121510604119","","342->276","0.0","0.0","true","","342->276","2.0"
"correl_pearson|dist_bray","4.0","11.0","","copresence","342->126","2","0.04456825|0.9986099804482385","","342->126","0.0","0.0","false","","342->126","2.0"
"correl_pearson|dist_bray","3.0","10.583333333333332","","copresence","342->166","2","0.04456825|0.9989121510604052","","342->166","0.0","0.0","true","","342->166","2.0"
"correl_pearson|dist_bray","2.0","8.333333333333332","","copresence","342->213","2","0.06956522|0.9960503260346619","","342->213","0.0","0.0","true","","342->213","2.0"
"correl_pearson|dist_bray","7.0","37.0","","copresence","342->230","2","0.04456825|0.9989121510604052","","342->230","0.0","0.0","false","","342->230","2.0"
"correl_pearson|dist_bray","4.0","17.0","","copresence","342->440","2","0.0|0.04456825","","342->440","0.0","0.0","false","","342->440","2.0"
"correl_pearson|dist_bray","11.0","28.83333333333333","","copresence","338->166","2","0.0|0.9999999999999976","","338->166","0.0","0.0","false","","338->166","2.0"
"correl_pearson|dist_bray","4.0","14.333333333333332","","copresence","338->213","2","0.9972092117759466|0.06956522","","338->213","0.0","0.0","false","","338->213","2.0"
"correl_pearson|dist_bray","8.0","11.0","","copresence","388->338","2","0.0|0.9999999999999979","","388->338","0.0","0.0","false","","388->338","2.0"
"correl_pearson|dist_bray","1.0","8.0","","copresence","455->327","2","0.02840451|0.9990140268581172","","455->327","0.0","0.0","true","","455->327","2.0"
"correl_pearson|dist_bray","6.0","34.0","","copresence","455->495","2","0.0|0.07408463","","455->495","0.0","0.0","false","","455->495","2.0"
"correl_pearson|dist_bray","1.0","6.0","","copresence","449->327","2","0.07809035|0.992853968460369","","449->327","0.0","0.0","true","","449->327","2.0"
"correl_pearson|dist_bray","1.0","6.0","","copresence","449->427","2","0.03261204|0.9983469489306759","","449->427","0.0","0.0","true","","449->427","2.0"
"correl_pearson|dist_bray","3.0","18.0","","copresence","449->455","2","0.0|0.04968585","","449->455","0.0","0.0","true","","449->455","2.0"
"correl_pearson|dist_bray","2.0","18.0","","copresence","280->461","2","0.0|0.03408146","","280->461","0.0","0.0","true","","280->461","2.0"
"correl_pearson|dist_bray","2.0","16.0","","copresence","280->378","2","0.0|0.06801455","","280->378","0.0","0.0","true","","280->378","2.0"
"correl_pearson|dist_bray","2.0","16.0","","copresence","280->236","2","0.00776567|0.9999068153833355","","280->236","0.0","0.0","true","","280->236","2.0"
"correl_pearson|dist_bray","5.0","46.0","","copresence","280->248","2","0.0166822|0.9995646192091262","","280->248","0.0","0.0","false","","280->248","2.0"
"correl_pearson|dist_bray","1.0","12.0","","copresence","280->450","2","0.0|0.01219851","","280->450","0.0","0.0","true","","280->450","2.0"
"correl_pearson|dist_bray","2.0","15.000000000000002","","copresence","236->373","2","0.0|0.05501754","","236->373","0.0","0.0","true","","236->373","2.0"
