abundance,AverageShortestPathLength,Betweenness Dir,BetweennessCentrality,Bridging Dir,Centroid Dir,Class,Closeness Dir,ClosenessCentrality,ClusteringCoefficient,degree,Eccentricity,Eccentricity Dir,EdgeCount,EigenVector Dir,Family,Genus,Indegree,IsSingleNode,Kingdom,Label,MCODE::Clusters (1),MCODE::Node Status (1),MCODE::Score (1),name,negdegree,NeighborhoodConnectivity,Order,oriID,Outdegree,PartnerOfMultiEdgedNodePairs,phylum,posdegree,samplecount,selected,SelfLoops,shared name,Species,Stress,unknowndegree
416,1,0,0,0,-1,Leotiomycetes,1,1,0.5,2,1,1,2,2.860268565,Dermateaceae,Pezicula,1,FALSE,Fungi,295,,Unclustered,2,295,0,4.5,Helotiales,295,1,0,Ascomycota,2,2,FALSE,0,295,65a0fcc38ca4762952ee960c4e3b5c17,0,0
612,0,0,0,0,0,Dothideomycetes,0,0,0,1,0,0,1,-0.291091106,Didymosphaeriaceae,Paraphaeosphaeria,1,FALSE,Fungi,411,,Unclustered,0,411,0,3,Pleosporales,411,0,0,Ascomycota,1,2,FALSE,0,411,b08eada0989fc7f25577253f8f5ae576,0,0
355,0,0,0,0,0,Exobasidiomycetes,0,0,0,1,0,0,1,1.439259426,Quambalariaceae,Quambalaria,1,FALSE,Fungi,223,,Unclustered,0,223,0,2,Microstromatales,223,0,0,Basidiomycota,1,3,FALSE,0,223,3a77885b1b0892f4f3184fbfa568d6cb,0,0
830,1.5,9,1,3.6,-4,Alphaproteobacteria,3,0.666666667,0.166666667,3,2,0.5,3,-2.41E-13,Beijerinckiaceae,Beijerinckiaceae,1,FALSE,Bacteria,118,,Unclustered,2,118,0,3.666666667,Rhizobiales,118,2,0,Proteobacteria,3,2,FALSE,0,118,f8ec009ea7d958c2429fc4d8931f6c25,42,0
315,0,0,0,0,0,Tremellomycetes,0,0,0,1,0,0,1,-17.21325447,Rhynchogastremataceae,Papiliotrema,1,FALSE,Fungi,205,,Unclustered,0,205,0,4,Tremellales,205,0,0,Basidiomycota,1,2,FALSE,0,205,327f85fd9fae46e8d0150214795ceab5,0,0
626,0,0,0,0,0,Dothideomycetes,0,0,0,2,0,0,2,-2.182213184,Teratosphaeriaceae,Austroafricana,2,FALSE,Fungi,413,,Unclustered,0.666666667,413,0,4.5,Capnodiales,413,0,0,Ascomycota,2,2,FALSE,0,413,b202e02536af04f9889cbc40992fe26d,0,0
638,1.6,0,0,0,-5,Dothideomycetes,3.5,0.625,0,2,2,0.5,2,-30.17542837,Dissoconiaceae,Ramichloridium,0,FALSE,Fungi,486,,Unclustered,0.666666667,486,0,2.5,Capnodiales,486,2,0,Ascomycota,2,2,FALSE,0,486,e6671e10f780e5b6301a59872653e08e,0,0
421,0,0,0,0,0,Dothideomycetes,0,0,0,2,0,0,2,1.09E-13,Pleosporaceae,Stemphylium,2,FALSE,Fungi,221,,Unclustered,0.666666667,221,0,2,Pleosporales,221,0,0,Ascomycota,2,4,FALSE,0,221,3950057cf81423023446b5dec6aa21f8,0,0
665,1.5,0,0,0,-2,Dothideomycetes,1.5,0.666666667,0,1,2,0.5,1,-10.29548145,Capnodiales,Capnodiales,0,FALSE,Fungi,251,,Unclustered,0,251,0,2,Capnodiales,251,1,0,Ascomycota,1,2,FALSE,0,251,4b1bc7c1a9ba858698ad5018094dd64f,0,0
346,0,0,0,0,0,Dothideomycetes,0,0,0,1,0,0,1,-1.439259426,Capnodiales,Capnodiales,1,FALSE,Fungi,234,,Unclustered,0,234,0,2,Capnodiales,234,0,0,Ascomycota,1,3,FALSE,0,234,3fe32e4e1dedacc529a7ff24caaba1a2,0,0
338,1,0,0,0,-2,Dothideomycetes,2,1,0,2,1,1,2,-10.85110827,Pleosporales,Pleosporales,0,FALSE,Fungi,224,,Unclustered,0.666666667,224,0,1,Pleosporales,224,2,0,Ascomycota,2,3,FALSE,0,224,3acbf9b33248c0a1acf867477a455629,0,0
182,1.333333333,0,0,0,-3,Sordariomycetes,2.5,0.75,0.5,2,2,0.5,2,-236.4961126,Trichosphaeriaceae,Nigrospora,0,FALSE,Fungi,137,Cluster 6,Clustered,2,137,0,3,Trichosphaeriales,137,2,0,Ascomycota,2,3,FALSE,0,137,0908cda00e89f73be7a77ccd53167e3a,0,0
467,0,0,0,0,0,Dothideomycetes,0,0,0,1,0,0,1,8.63E-14,Cladosporiaceae,Toxicocladosporium,1,FALSE,Fungi,294,,Unclustered,0,294,0,1,Capnodiales,294,0,0,Ascomycota,1,3,FALSE,0,294,634d7ce07d66bc76c694b99b46780e4b,0,0
593,1,0,0,0,-1,Dothideomycetes,1,1,0,1,1,1,1,2.132082887,Didymosphaeriaceae,Paraconiothyrium,0,FALSE,Fungi,379,,Unclustered,0,379,0,1,Pleosporales,379,1,0,Ascomycota,1,2,FALSE,0,379,9ad20bbd061d1828dc92dea89b3c1f28,0,0
480,0,0,0,0,0,Sordariomycetes,0,0,0,1,0,0,1,17.1003588,Sporocadaceae,Pestalotiopsis,1,FALSE,Fungi,374,,Unclustered,0,374,0,4,Xylariales,374,0,0,Ascomycota,1,2,FALSE,0,374,98936fb61422ae726c7d39d398c188d1,0,0
577,1,3,0.75,0.214285714,-3,Dothideomycetes,3,1,0,4,1,1,4,0.014388041,Mycosphaerellaceae,Mycosphaerellaceae,1,FALSE,Fungi,415,,Unclustered,0.4,415,0,1.25,Capnodiales,415,3,0,Ascomycota,4,2,FALSE,0,415,b2bb127a903dd3157241acbe6b275ffc,15,0
385,1,0,0,0,-1,Dothideomycetes,1,1,0.5,2,1,1,2,-4.89E-14,Periconiaceae,Periconia,1,FALSE,Fungi,262,Cluster 8,Clustered,2,262,0,2,Pleosporales,262,1,0,Ascomycota,2,2,FALSE,0,262,519a47650ee7a90580f77af1816ed81f,0,0
328,1,0,0,0,-2,Dothideomycetes,2,1,0.5,2,1,1,2,0.946861156,Teratosphaeriaceae,Catenulostroma,0,FALSE,Fungi,211,Cluster 8,Seed,2,211,0,2,Capnodiales,211,2,0,Ascomycota,2,2,FALSE,0,211,35d5f0e656d8d3e02ff7c70ff3907fc8,0,0
167,1.333333333,5.833333333,0.1,0.85995086,-3,Dothideomycetes,2.5,0.75,0.285714286,7,2,0.5,7,3.94E-14,Pleosporaceae,Alternaria,5,FALSE,Fungi,166,Cluster 1,Clustered,4,166,0,7.428571429,Pleosporales,166,2,0,Ascomycota,7,1,FALSE,0,166,184a28d8ee3118f0e6043afdb83eb3ef,31,0
572,1,0,0,0,-1,Dothideomycetes,1,1,0.5,2,1,1,2,-2.039103868,Teratosphaeriaceae,Teratosphaeriaceae,1,FALSE,Fungi,469,Cluster 7,Clustered,2,469,0,2.5,Capnodiales,469,1,0,Ascomycota,2,2,FALSE,0,469,d7397d745a2d293877bea9a1c8d6e7fe,0,0
630,1.5,0,0,0,-2,Basidiomycota,1.5,0.666666667,0,1,2,0.5,1,-6.825469276,Basidiomycota,Basidiomycota,0,FALSE,Fungi,511,,Unclustered,0,511,0,2,Basidiomycota,511,1,0,Basidiomycota,1,3,FALSE,0,511,f47a548b37c8871c05d446ee1bc0278c,0,0
2204,0,0,0,0,0,Sordariomycetes,0,0,0,1,0,0,1,-2.97E-14,Sporocadaceae,Pestalotiopsis,1,FALSE,Fungi,173,,Unclustered,0,173,0,1,Xylariales,173,0,0,Ascomycota,1,3,FALSE,0,173,1d5fbf4aa15281e5c846aa4a732b3040,0,0
684,1,0,0,0,-1,Gammaproteobacteria,1,1,0,1,1,1,1,-6.803089802,Enterobacteriaceae,Enterobacteriaceae,0,FALSE,Bacteria,70,,Unclustered,0,70,0,1,Enterobacterales,70,1,0,Proteobacteria,1,4,FALSE,0,70,9664cae1104ed11cba60a2552c35cae7,0,0
168,2.071428571,0,0,0,-14,Dothideomycetes,8.583333333,0.482758621,0.15,5,4,0.25,5,3.876939876,Aureobasidiaceae,Aureobasidium,0,FALSE,Fungi,167,,Unclustered,1.4,167,0,5.4,Dothideales,167,5,0,Ascomycota,5,1,FALSE,0,167,19674996b480a65aeb51985dd046e911,0,0
2091,0,0,0,0,0,Tremellomycetes,0,0,0,1,0,0,1,-9.06E-15,Bulleribasidiaceae,Vishniacozyma,1,FALSE,Fungi,349,,Unclustered,0,349,0,1,Tremellales,349,0,0,Basidiomycota,1,6,FALSE,0,349,8b0fe00bd6719dfd0b971ce9ea657a06,0,0
1786,1,0,0,0,-1,Dothideomycetes,1,1,0,1,1,1,1,-94.85967251,Phaeosphaeriaceae,Septoriella,0,FALSE,Fungi,273,,Unclustered,0,273,0,1,Pleosporales,273,1,0,Ascomycota,1,3,FALSE,0,273,56eae32087d9bb86d4153ea5c26e287b,0,0
624,1.5,1,0.166666667,0.5,-2,Dothideomycetes,1.5,0.666666667,0,2,2,0.5,2,8.67E-15,Phaeosphaeriaceae,Phaeosphaeria,1,FALSE,Fungi,409,Cluster 10,Clustered,0.666666667,409,0,2,Pleosporales,409,1,0,Ascomycota,2,2,FALSE,0,409,b053fa889b428fe4b93dfa1bb3049b5a,1,0
536,0,0,0,0,0,Dothideomycetes,0,0,0.5,2,0,0,2,1.57E-13,Didymosphaeriaceae,Paraphaeosphaeria,2,FALSE,Fungi,403,Cluster 7,Clustered,2,403,0,2.5,Pleosporales,403,0,0,Ascomycota,2,3,FALSE,0,403,ad735c571ce6b6463ef69f537411a968,0,0
193,2.428571429,0,0,0,-7,Alphaproteobacteria,3.833333333,0.411764706,0.5,2,4,0.25,2,2.123580014,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0,FALSE,Bacteria,51,,Unclustered,2,51,0,3.5,Rhizobiales,51,2,0,Proteobacteria,2,2,FALSE,0,51,7b162a8f5d8c20909dfb2addbcca5e09,0,0
508,0,0,0,0,0,Sordariomycetes,0,0,0,1,0,0,1,2.039103868,Trichosphaeriaceae,Nigrospora,1,FALSE,Fungi,406,,Unclustered,0,406,0,3,Trichosphaeriales,406,0,0,Ascomycota,1,2,FALSE,0,406,af16991ce12daf846fcbcf604f581dea,0,0
446,1,0,0,0,-3,Dothideomycetes,3,1,0.166666667,3,1,1,3,-65.86360719,Massarinaceae,Stagonospora,0,FALSE,Fungi,332,Cluster 7,Seed,2,332,0,1.666666667,Pleosporales,332,3,0,Ascomycota,3,2,FALSE,0,332,7efc9805afda1187988172fd59c54a85,0,0
341,0,0,0,0,0,Dothideomycetes,0,0,0.166666667,4,0,0,4,-6.44E-14,Didymellaceae,Didymellaceae,4,FALSE,Fungi,232,,Unclustered,1.666666667,232,0,3.75,Pleosporales,232,0,0,Ascomycota,4,2,FALSE,0,232,3ec91b1e27aab6fcc891d8102720eb6a,0,0
215,1.333333333,4.566666667,0.173809524,0.510717614,-6,Sordariomycetes,5,0.75,0.214285714,7,2,0.5,7,-2.928442855,Sporocadaceae,Pestalotiopsis,3,FALSE,Fungi,204,,Unclustered,2,204,0,5.857142857,Xylariales,204,4,0,Ascomycota,7,2,FALSE,0,204,303e9ab3e4d83037ad04ac4dc6ac3750,70,0
230,0,0,0,0,0,Sordariomycetes,0,0,0.233333333,6,0,0,6,-2.11E-14,Valsaceae,Valsa,6,FALSE,Fungi,213,,Unclustered,2.2,213,0,7.166666667,Diaporthales,213,0,0,Ascomycota,6,2,FALSE,0,213,365762b4e478451314f9991176b477a9,0,0
431,1,1,0.666666667,0.5,-1,Sordariomycetes,1,1,0,2,1,1,2,8.39E-14,Nectriaceae,Fusarium,1,FALSE,Fungi,298,Cluster 10,Clustered,0.666666667,298,0,2,Hypocreales,298,1,0,Ascomycota,2,2,FALSE,0,298,680ddbf725b76b9b1637c7dff7f86a5e,4,0
158,0,0,0,0,0,Gammaproteobacteria,0,0,0.5,2,0,0,2,2.54E-13,Yersiniaceae,Serratia,2,FALSE,Bacteria,55,Cluster 3,Clustered,2,55,0,3.5,Enterobacterales,55,0,0,Proteobacteria,2,2,FALSE,0,55,82dece6e35540738ba450a0c3a90b5a0,0,0
300,1,0.5,0.05,0.153846154,-2,Gammaproteobacteria,2,1,0.333333333,3,1,1,3,-15.47565469,Enterobacteriaceae,Enterobacteriaceae,1,FALSE,Bacteria,96,Cluster 3,Clustered,1.666666667,96,0,3,Enterobacterales,96,2,0,Proteobacteria,3,3,FALSE,0,96,c939ee112ba982665e012437dae05c1e,2,0
454,0,0,0,0,0,Dothideomycetes,0,0,0,1,0,0,1,-8.33E-14,Aureobasidiaceae,Aureobasidium,1,FALSE,Fungi,125,,Unclustered,0,125,0,2,Dothideales,125,0,0,Ascomycota,1,2,FALSE,0,125,029e3660a38e2341d1b6316aa02e3ed6,0,0
191,1,1,1,0.25,-1,Gammaproteobacteria,1,1,0,2,1,1,2,-1.34E-15,Enterobacterales,Enterobacterales,1,FALSE,Bacteria,62,,Unclustered,0.666666667,62,0,1,Enterobacterales,62,1,0,Proteobacteria,2,2,FALSE,0,62,8d5768da1f2ef279ce3d6fc0d2a53180,2,0
561,1.5,4,0.8,0.727272727,-2,Sordariomycetes,1.5,0.666666667,0,3,2,0.5,3,-6.32E-14,Diaporthaceae,Diaporthe,2,FALSE,Fungi,291,,Unclustered,0.5,291,0,2,Diaporthales,291,1,0,Ascomycota,3,3,FALSE,0,291,6242d3df412ba09ab59bf151f5a1248c,24,0
944,2,0,0,0,-3,Tremellomycetes,1.833333333,0.5,0,1,3,0.333333333,1,-0.207052805,Naemateliaceae,Dimennazyma,0,FALSE,Fungi,522,,Unclustered,0,522,0,3,Tremellales,522,1,0,Basidiomycota,1,3,FALSE,0,522,fb85af020c9c974efe524230ec4c13cd,0,0
631,0,0,0,0,0,Dothideomycetes,0,0,0,2,0,0,2,1.483705713,Lentitheciaceae,Lentitheciaceae,2,FALSE,Fungi,427,,Unclustered,0.666666667,427,0,3.5,Pleosporales,427,0,0,Ascomycota,2,2,FALSE,0,427,b84db1fb18818e046d5f8a1d474c6c4e,0,0
393,0,0,0,0,0,Sordariomycetes,0,0,0,1,0,0,1,0.291091106,Hypocreales_fam_Incertae_sedis,Sarocladium,1,FALSE,Fungi,247,,Unclustered,0,247,0,3,Hypocreales,247,0,0,Ascomycota,1,3,FALSE,0,247,476213535665a1076b2c5457d0699e19,0,0
418,1,0,0,0,-3,Dothideomycetes,3,1,0,3,1,1,3,35.06834226,Massarinaceae,Stagonospora,0,FALSE,Fungi,244,,Unclustered,0.5,244,0,1.333333333,Pleosporales,244,3,0,Ascomycota,3,2,FALSE,0,244,467ff1e31d4dcaf12599fef747de094e,0,0
192,0,0,0,0,0,Alphaproteobacteria,0,0,0,1,0,0,1,1.64E-13,Anaplasmataceae,Wolbachia,1,FALSE,Bacteria,71,,Unclustered,0,71,0,1,Rickettsiales,71,0,0,Proteobacteria,1,2,FALSE,0,71,96959cdde3efc996c1dd3a84816bc783,0,0
1125,1,0,0,0,-1,Eurotiomycetes,1,1,0,1,1,1,1,-4.843969546,Herpotrichiellaceae,Exophiala,0,FALSE,Fungi,462,,Unclustered,0,462,0,1,Chaetothyriales,462,1,0,Ascomycota,1,2,FALSE,0,462,cf95d833761d2bbd135c2c117335e7fc,0,0
1441,1,1.5,0.2,0.173076923,-1,Dothideomycetes,1,1,0.166666667,4,1,1,4,-6.35E-14,Aureobasidiaceae,Aureobasidium,3,FALSE,Fungi,500,Cluster 3,Clustered,1.666666667,500,0,2.25,Dothideales,500,1,0,Ascomycota,4,2,FALSE,0,500,ec41429e5300e228c28e16cb79d285aa,5,0
902,2,8.5,0.69047619,1.5,-5,Dothideomycetes,3.166666667,0.5,0.25,4,3,0.333333333,4,-1.37E-13,Teratosphaeriaceae,Catenulostroma,2,FALSE,Fungi,154,,Unclustered,1.4,154,0,3,Capnodiales,154,2,0,Ascomycota,4,3,FALSE,0,154,13ee231fa2ccb648e051072e81e5dc41,30,0
994,0,0,0,0,0,Sordariomycetes,0,0,0.166666667,4,0,0,4,9.12E-16,Diaporthaceae,Diaporthe,4,FALSE,Fungi,158,,Unclustered,1.666666667,158,0,3,Diaporthales,158,0,0,Ascomycota,4,3,FALSE,0,158,149c79f7bb9d6ab4b335e822bd4eea26,0,0
402,2.5,0.5,0.023809524,0.166666667,-6,Bacteria,3.333333333,0.4,0.333333333,3,4,0.25,3,2.01E-14,Bacteria,Bacteria,1,FALSE,Bacteria,93,,Unclustered,1.666666667,93,0,3.333333333,Bacteria,93,2,0,Bacteria,3,2,FALSE,0,93,c0f23c716fa03f6356c8c3cb6e21f9e6,2,0
277,0,0,0,0,0,Lecanoromycetes,0,0,0.166666667,3,0,0,3,-2.05E-13,Stictidaceae,Stictis,3,FALSE,Fungi,276,,Unclustered,2,276,0,7.666666667,Ostropales,276,0,0,Ascomycota,3,1,FALSE,0,276,589b7dbee3a53822ad0b5fc80497b31d,0,0
566,0,0,0,0,0,Eurotiomycetes,0,0,0,1,0,0,1,-1.42E-14,Herpotrichiellaceae,Exophiala,1,FALSE,Fungi,443,,Unclustered,0,443,0,1,Chaetothyriales,443,0,0,Ascomycota,1,3,FALSE,0,443,c2fb40b60337843f9417f268614fda6b,0,0
199,1,0,0,0,-1,Dothideomycetes,1,1,0,1,1,1,1,-113.8615295,Teratosphaeriaceae,Austroafricana,0,FALSE,Fungi,145,,Unclustered,0,145,0,1,Capnodiales,145,1,0,Ascomycota,1,3,FALSE,0,145,0f30ea9de7079bfa76fc1aba4888ab4a,0,0
510,1.5,2,0.833333333,0.363636364,-2,Dothideomycetes,1.5,0.666666667,0.166666667,3,2,0.5,3,3.48E-14,Capnodiales,Capnodiales,2,FALSE,Fungi,391,Cluster 6,Clustered,2,391,0,2,Capnodiales,391,1,0,Ascomycota,3,2,FALSE,0,391,a85e7d7fb3d4861147f307930b46a96d,10,0
488,2,0,0,0,-3,Dothideomycetes,1.833333333,0.5,0,1,3,0.333333333,1,-52.55610148,Cladosporiaceae,Cladosporiaceae,0,FALSE,Fungi,326,,Unclustered,0,326,0,3,Capnodiales,326,1,0,Ascomycota,1,2,FALSE,0,326,79537923aa2039cea2d416b5cf311762,0,0
445,0,0,0,0,0,Sordariomycetes,0,0,0,1,0,0,1,-6.53E-14,Bartaliniaceae,Truncatella,1,FALSE,Fungi,343,,Unclustered,0,343,0,1,Xylariales,343,0,0,Ascomycota,1,2,FALSE,0,343,871e19dbde786943637204fa9a772314,0,0
473,1,0,0,0,-1,Sordariomycetes,1,1,0,1,1,1,1,-27.80295024,Nectriaceae,Nectriaceae,0,FALSE,Fungi,361,,Unclustered,0,361,0,1,Hypocreales,361,1,0,Ascomycota,1,2,FALSE,0,361,90267d6b05e649e1ff89ed7568607b8d,0,0
693,1,0.5,0.028571429,0.289855072,-1,Tremellomycetes,1,1,0.166666667,3,1,1,3,-3.965401422,Bulleribasidiaceae,Hannaella,2,FALSE,Fungi,461,,Unclustered,2,461,0,5.666666667,Tremellales,461,1,0,Basidiomycota,3,2,FALSE,0,461,ceacd6f09ca1dde3a2442e5d5c267a85,12,0
149,1,0,0,0,-3,Gammaproteobacteria,3,1,0.333333333,3,1,1,3,-2.894405266,Erwiniaceae,Pantoea,0,FALSE,Bacteria,38,Cluster 9,Clustered,1.666666667,38,0,3.666666667,Enterobacterales,38,3,0,Proteobacteria,3,2,FALSE,0,38,5673ae66819e3bdbbc09461e4959159e,0,0
197,0,0,0,0,0,Dothideomycetes,0,0,0,1,0,0,1,-2.49E-15,Pleosporales,Pleosporales,1,FALSE,Fungi,159,,Unclustered,0,159,0,3,Pleosporales,159,0,0,Ascomycota,1,2,FALSE,0,159,14c7a0b01319ffb6009875d8ff029307,0,0
622,1,3,0.75,0.545454545,-1,Dothideomycetes,1,1,0.166666667,3,1,1,3,-1.41E-14,Pleosporales,Pleosporales,2,FALSE,Fungi,488,Cluster 6,Seed,2,488,0,2,Pleosporales,488,1,0,Ascomycota,3,3,FALSE,0,488,e714905a4bd64fb3e59d5373a32b5fc9,9,0
243,1,1,0.071428571,0.266666667,-1,Dothideomycetes,1,1,0.333333333,3,1,1,3,-1.16E-13,Dothioraceae,Pseudoseptoria,2,FALSE,Fungi,132,Cluster 4,Clustered,1.666666667,132,0,2.666666667,Dothideales,132,1,0,Ascomycota,3,2,FALSE,0,132,062dd526c210c02519cf23c92b557cbb,15,0
480,1.5,0,0,0,-2,Dothideomycetes,1.5,0.666666667,0.5,2,2,0.5,2,2.89E-13,Pleosporaceae,Alternaria,1,FALSE,Fungi,249,Cluster 4,Clustered,2,249,0,3.5,Pleosporales,249,1,0,Ascomycota,2,2,FALSE,0,249,49eb92d56724619de434948153f55b5e,0,0
331,0,0,0,0,0,Tremellomycetes,0,0,0.5,2,0,0,2,1.39E-14,Bulleraceae,Genolevuria,2,FALSE,Fungi,172,Cluster 4,Seed,2,172,0,3.5,Tremellales,172,0,0,Basidiomycota,2,2,FALSE,0,172,1c8500e6342f915d43eda40619dbd662,0,0
442,1.5,0,0,0,-2,Eurotiomycetes,1.5,0.666666667,0.5,2,2,0.5,2,-0.678055382,Aspergillaceae,Penicillium,1,FALSE,Fungi,258,,Unclustered,2,258,0,4.5,Eurotiales,258,1,0,Ascomycota,2,2,FALSE,0,258,4fd62a6d1762af80dbab0afb333923a0,0,0
372,1,0,0,0,-5,Dothideomycetes,5,1,0.15,5,1,1,5,6.52341024,Pleosporales,Pleosporales,0,FALSE,Fungi,240,,Unclustered,1.4,240,0,2.8,Pleosporales,240,5,0,Ascomycota,5,3,FALSE,0,240,42cd3aba2a645ef055d779bba22224ce,0,0
1216,0,0,0,0,0,Dothideomycetes,0,0,0,1,0,0,1,2.50E-15,Didymosphaeriaceae,Paraphaeosphaeria,1,FALSE,Fungi,417,,Unclustered,0,417,0,1,Pleosporales,417,0,0,Ascomycota,1,2,FALSE,0,417,b3841289f1899ba36d6f319bdd6dcfe7,0,0
421,1,0,0,0,-1,Gammaproteobacteria,1,1,0,1,1,1,1,-12.4332637,Enterobacteriaceae,Enterobacteriaceae,0,FALSE,Bacteria,120,,Unclustered,0,120,0,1,Enterobacterales,120,1,0,Proteobacteria,1,2,FALSE,0,120,fb5c2aa7e7a97d1ba29b2c9405cb6a41,0,0
522,1,4,0.633333333,0.571428571,-1,Dothideomycetes,1,1,0,3,1,1,3,1.73E-13,Pleosporales,Pleosporales,2,FALSE,Fungi,239,,Unclustered,0.5,239,0,1.666666667,Pleosporales,239,1,0,Ascomycota,3,2,FALSE,0,239,4297d872e26fb5707dbb9a94b6d7c1c6,19,0
198,1.5,0,0,0,-2,Bacteria,1.5,0.666666667,0,1,2,0.5,1,23.40380002,Bacteria,Bacteria,0,FALSE,Bacteria,94,,Unclustered,0,94,0,3,Bacteria,94,1,0,Bacteria,1,2,FALSE,0,94,c14d49c7c45a533864332cd375ca3a80,0,0
526,0,0,0,0,0,Tremellomycetes,0,0,0.5,2,0,0,2,2.182213184,Naemateliaceae,Dimennazyma,2,FALSE,Fungi,422,Cluster 5,Clustered,2,422,0,3.5,Tremellales,422,0,0,Basidiomycota,2,2,FALSE,0,422,b5863f28766ddbb30077437f4a80d764,0,0
618,1.5,0,0,0,-6,Sordariomycetes,4.5,0.666666667,0.166666667,3,2,0.5,3,-11.17423914,Diaporthaceae,Diaporthe,0,FALSE,Fungi,503,Cluster 5,Seed,2,503,0,2.666666667,Diaporthales,503,3,0,Ascomycota,3,2,FALSE,0,503,ee204c2447ecc91feb3daf072b38edb6,0,0
609,0,0,0,0,0,Dothideomycetes,0,0,0,2,0,0,2,2.11E-13,Aureobasidiaceae,Aureobasidium,2,FALSE,Fungi,396,Cluster 10,Clustered,0.666666667,396,0,2,Dothideales,396,0,0,Ascomycota,2,3,FALSE,0,396,ab22bd41b40f836aa59fde3116a5762d,0,0
564,1.333333333,0,0,0,-3,Tremellomycetes,2.5,0.75,0,2,2,0.5,2,-9.186843478,Rhynchogastremataceae,Papiliotrema,0,FALSE,Fungi,352,Cluster 10,Seed,0.666666667,352,0,2,Tremellales,352,2,0,Basidiomycota,2,3,FALSE,0,352,8c1d81c207f8bc52417f2f473a4b9877,0,0
231,1.7,1.7,0.061904762,0.832167832,-10,Dothideomycetes,6.5,0.588235294,0.333333333,4,2,0.5,4,-5.856885711,Didymosphaeriaceae,Pseudopithomyces,1,FALSE,Fungi,230,,Unclustered,3,230,0,8,Pleosporales,230,3,0,Ascomycota,4,1,FALSE,0,230,3ce625ba352cceee5fba8e0831853ce4,29,0
468,0,0,0,0,0,Sordariomycetes,0,0,0.25,5,0,0,5,-8.44E-15,Trichosphaeriaceae,Nigrospora,5,FALSE,Fungi,467,,Unclustered,2.4,467,0,7,Trichosphaeriales,467,0,0,Ascomycota,5,1,FALSE,0,467,d6c978e6c2730659cb3432fd4da8972e,0,0
364,1.428571429,2.833333333,0.161904762,0.444444444,-7,Dothideomycetes,5.5,0.7,0.15,5,2,0.5,5,-49.96055938,Cladosporiaceae,Toxicocladosporium,1,FALSE,Fungi,248,,Unclustered,1.4,248,0,4.8,Capnodiales,248,4,0,Ascomycota,5,2,FALSE,0,248,47cd1e4b00d3adad1c071b44e2d8a706,48,0
425,1.833333333,0,0,0,-6,Dothideomycetes,3.5,0.545454545,0.5,2,2,0.5,2,1.16E-14,Didymosphaeriaceae,Pseudopithomyces,1,FALSE,Fungi,308,,Unclustered,2,308,0,6.5,Pleosporales,308,1,0,Ascomycota,2,2,FALSE,0,308,6cf39736ac1f676d72f985394c6685c6,0,0
125,1,0,0,0,-2,Gammaproteobacteria,2,1,0.333333333,4,1,1,4,-4.03E-13,Pseudomonadaceae,Pseudomonas,2,FALSE,Bacteria,23,,Unclustered,2.4,23,0,3.25,Pseudomonadales,23,2,0,Proteobacteria,4,2,FALSE,0,23,3c5f16abe0e38fb6e367cb77effc0e2b,0,0
646,1,0,0,0,-3,Dothideomycetes,3,1,0.333333333,3,1,1,3,-4.521059512,Pleosporales,Pleosporales,0,FALSE,Fungi,150,Cluster 9,Clustered,1.666666667,150,0,3.666666667,Pleosporales,150,3,0,Ascomycota,3,2,FALSE,0,150,10d858d807d0c72f2b0a0253ab0f1c09,0,0
