"cooc_method","Edge Betweenness Dir","interaction","interactionType","Label","method_number","method_scores","methodname_score","name","pval","qval","selected","shared interaction","shared name","weight"
"correl_pearson|dist_bray","3.0",,"copresence","634->344","2","0.9999553618403991|0.00936037","","634->344","0.0","0.0","false",,"634->344","2.0"
"correl_pearson|dist_bray","4.0",,"copresence","747->344","2","0.0|0.9999999999999996","","747->344","0.0","0.0","false",,"747->344","2.0"
"correl_pearson|dist_bray","21.0",,"copresence","289->709","2","0.0","","289->709","0.0","0.0","false",,"289->709","2.0"
"correl_pearson|dist_bray","127.0",,"copresence","545->357","2","0.9995706041345291|0.02846975","","545->357","0.0","0.0","false",,"545->357","2.0"
"correl_pearson|dist_bray","2.0",,"copresence","727->439","2","0.03719912|0.9995268470140469","","727->439","0.0","0.0","false",,"727->439","2.0"
"correl_pearson|dist_bray","5.0",,"copresence","634->638","2","0.0|0.00936037","","634->638","0.0","0.0","false",,"634->638","2.0"
"correl_pearson|dist_bray","5.0",,"copresence","637->517","2","0.9995147251531803|0.04251386","","637->517","0.0","0.0","false",,"637->517","2.0"
"correl_pearson|dist_bray","71.0",,"copresence","198->545","2","0.0|0.02846975","","198->545","0.0","0.0","false",,"198->545","2.0"
"correl_pearson|dist_bray","17.0",,"copresence","207->594","2","0.0|0.09574468","","207->594","0.0","0.0","false",,"207->594","2.0"
"correl_pearson|dist_bray","7.0",,"copresence","727->594","2","0.994422326853276|0.09574468","","727->594","0.0","0.0","false",,"727->594","2.0"
"correl_pearson|dist_bray","4.0",,"copresence","307->439","2","0.0|0.03719912","","307->439","0.0","0.0","false",,"307->439","2.0"
"correl_pearson|dist_bray","21.0",,"copresence","198->594","2","0.0|0.09574468","","198->594","0.0","0.0","false",,"198->594","2.0"
"correl_pearson|dist_bray","4.0",,"copresence","727->435","2","0.0|0.9999999999999981","","727->435","0.0","0.0","false",,"727->435","2.0"
"correl_pearson|dist_bray","11.0",,"copresence","307->357","2","0.0","","307->357","0.0","0.0","false",,"307->357","2.0"
"correl_pearson|dist_bray","2.0",,"copresence","545->439","2","0.03719912|0.9990774368109095","","545->439","0.0","0.0","false",,"545->439","2.0"
"correl_pearson|dist_bray","493.0",,"copresence","451->243","2","0.0|0.9999999999999972","","451->243","0.0","0.0","false",,"451->243","2.0"
"correl_pearson|dist_bray","8.0",,"copresence","441->344","2","0.0|0.9999999999999961","","441->344","0.0","0.0","false",,"441->344","2.0"
"correl_pearson|dist_bray","18.0",,"copresence","638->234","2","0.0|0.999999999999999","","638->234","0.0","0.0","false",,"638->234","2.0"
"correl_pearson|dist_bray","4.0",,"copresence","639->501","2","0.0|0.9999999999999972","","639->501","0.0","0.0","false",,"639->501","2.0"
"correl_pearson|dist_bray","147.0",,"copresence","435->594","2","0.0|0.09574468","","435->594","0.0","0.0","false",,"435->594","2.0"
"correl_pearson|dist_bray","75.0",,"copresence","458->234","2","0.0|0.9999999999999972","","458->234","0.0","0.0","false",,"458->234","2.0"
"correl_pearson|dist_bray","87.0",,"copresence","323->517","2","0.0|0.04251386","","323->517","0.0","0.0","false",,"323->517","2.0"
"correl_pearson|dist_bray","12.0",,"copresence","198->709","2","0.0","","198->709","0.0","0.0","false",,"198->709","2.0"
"correl_pearson|dist_bray","87.0",,"copresence","243->234","2","0.0|1.0","","243->234","0.0","0.0","false",,"243->234","2.0"
"correl_pearson|dist_bray","4.0",,"copresence","727->517","2","0.04251386|0.9995147251531739","","727->517","0.0","0.0","false",,"727->517","2.0"
"correl_pearson|dist_bray","3.0",,"copresence","545->517","2","0.9990623013005123|0.04251386","","545->517","0.0","0.0","false",,"545->517","2.0"
"correl_pearson|dist_bray","23.0",,"copresence","207->517","2","0.0|0.04251386","","207->517","0.0","0.0","false",,"207->517","2.0"
"correl_pearson|dist_bray","20.0",,"copresence","298->441","2","0.0","","298->441","0.0","0.0","false",,"298->441","2.0"
"correl_pearson|dist_bray","199.0",,"copresence","243->594","2","0.0|0.09574468","","243->594","0.0","0.0","false",,"243->594","2.0"
"correl_pearson|dist_bray","77.0",,"copresence","289->545","2","0.0|0.02846975","","289->545","0.0","0.0","false",,"289->545","2.0"
"correl_pearson|dist_bray","7.0",,"copresence","639->234","2","0.0|0.9999999999999961","","639->234","0.0","0.0","false",,"639->234","2.0"
"correl_pearson|dist_bray","12.0",,"copresence","458->594","2","0.0|0.09574468","","458->594","0.0","0.0","false",,"458->594","2.0"
"correl_pearson|dist_bray","7.0",,"copresence","639->594","2","0.9944223268532737|0.09574468","","639->594","0.0","0.0","false",,"639->594","2.0"
"correl_pearson|dist_bray","41.0",,"copresence","458->671","2","0.0","","458->671","0.0","0.0","false",,"458->671","2.0"
"correl_pearson|dist_bray","217.0",,"copresence","243->671","2","0.0","","243->671","0.0","0.0","false",,"243->671","2.0"
"correl_pearson|dist_bray","1.0",,"copresence","741->439","2","0.03719912|0.9994758612453765","","741->439","0.0","0.0","false",,"741->439","2.0"
"correl_pearson|dist_bray","29.0",,"copresence","198->622","2","0.0","","198->622","0.0","0.0","false",,"198->622","2.0"
"correl_pearson|dist_bray","8.0",,"copresence","741->501","2","0.9999555021154571|0.00934579","","741->501","0.0","0.0","false",,"741->501","2.0"
"correl_pearson|dist_bray","396.0",,"copresence","207->741","2","0.0|0.00934579","","207->741","0.0","0.0","false",,"207->741","2.0"
"correl_pearson|dist_bray","3.0",,"copresence","747->709","2","0.0|0.999999999999997","","747->709","0.0","0.0","false",,"747->709","2.0"
"correl_pearson|dist_bray","211.0",,"copresence","357->671","2","0.0","","357->671","0.0","0.0","false",,"357->671","2.0"
"correl_pearson|dist_bray","248.0",,"copresence","234->671","2","0.0","","234->671","0.0","0.0","false",,"234->671","2.0"
"correl_pearson|dist_bray","8.0",,"copresence","450->671","2","0.0","","450->671","0.0","0.0","false",,"450->671","2.0"
"correl_pearson|dist_bray","4497.0",,"copresence","451->458","2","0.0","","451->458","0.0","0.0","false",,"451->458","2.0"
"correl_pearson|dist_bray","2.0",,"copresence","637->501","2","0.0|0.9999999999999983","","637->501","0.0","0.0","false",,"637->501","2.0"
"correl_pearson|dist_bray","95.0",,"copresence","594->234","2","0.9944223268532757|0.09574468","","594->234","0.0","0.0","false",,"594->234","2.0"
"correl_pearson|dist_bray","7.0",,"copresence","741->659","2","0.9999555021154528|0.00934579","","741->659","0.0","0.0","false",,"741->659","2.0"
"correl_pearson|dist_bray","2840.0",,"copresence","451->323","2","0.0|0.9999999999999963","","451->323","0.0","0.0","false",,"451->323","2.0"
"correl_pearson|dist_bray","6.0",,"copresence","634->234","2","0.00936037|0.9999553618404013","","634->234","0.0","0.0","false",,"634->234","2.0"
