"abundance","ASV","ASVNumber","AverageShortestPathLength","Betweenness Dir","BetweennessCentrality","Bridging Dir","Centroid Dir","Class","Closeness Dir","ClosenessCentrality","ClusteringCoefficient","degree","Eccentricity","EdgeCount","EigenVector Dir","Family","Genus","Indegree","IsSingleNode","Kingdom","Label","MCODE::Clusters (1)","MCODE::Node Status (1)","MCODE::Score (1)","name","negdegree","NeighborhoodConnectivity","Order","oriID","Outdegree","PartnerOfMultiEdgedNodePairs","Phylum","posdegree","Radiality Dir","samplecount","selected","SelfLoops","shared name","Stress","unknowndegree"
"667.0","aa08fa28f8c84ed930429a93883f3a00","576","4.3428571428571425","0.0","0.0","0.0","-105.0","Dothideomycetes","31.173809523809513","0.23026315789473686","0.16666666666666666","4","7","4","11589.147521820794","Botryosphaeriaceae","Botryosphaeria","0","false","Fungi","576","","Unclustered","1.6666666666666667","576","0","19.0","Botryosphaeriales","576","4","0","Ascomycota","4","4.950921048133563E-4","8","true","0","576","0","0"
"1115.0","6f45722b99afe2e446eae8982d92f403","424","0.0","0.0","0.0","0.0","0.0","Dothideomycetes","0.0","0.0","0.0","1","0","1","-14115.966748268107","Aureobasidiaceae","Aureobasidium","1","false","Fungi","424","","Unclustered","0.0","424","0","2.0","Dothideales","424","0","0","Ascomycota","1","4.8756704046806434E-4","5","true","0","424","0","0"
"681.0","0f6a3fd441bcd9c552879d613b557155","204","1.0","0.0","0.0","0.0","-2.0","Dothideomycetes","2.0","1.0","0.0","2","1","2","-24953.16531586548","Pleosporaceae","Exserohilum","0","false","Fungi","204","","Unclustered","0.6666666666666666","204","0","1.0","Pleosporales","204","2","0","Ascomycota","2","4.880429477794046E-4","2","true","0","204","0","0"
"959.0","fcf701bec0b37d26eaca01060609c805","761","0.0","0.0","0.0","0.0","0.0","Dothideomycetes","0.0","0.0","0.0","1","0","1","6.166110750008691E-11","Didymosphaeriaceae","Pseudopithomyces","1","false","Fungi","761","","Unclustered","0.0","761","0","2.0","Pleosporales","761","0","0","Ascomycota","1","4.8756704046806434E-4","2","true","0","761","0","0"
"851.0","e4c920d6d150d8144a1366bb4274156c","712","1.0","0.0","0.0","0.0","-2.0","Dothideomycetes","2.0","1.0","0.0","2","1","2","-11686.553735072914","Didymellaceae","Didymellaceae","0","false","Fungi","712","","Unclustered","0.6666666666666666","712","0","2.0","Pleosporales","712","2","0","Ascomycota","2","4.880429477794046E-4","2","true","0","712","0","0"
"784.0","6830d38a9de8b1b4d97da51e7bf439cd","411","0.0","0.0","0.0","0.0","0.0","Tremellomycetes","0.0","0.0","0.0","2","0","2","-5.820436661167105E-11","Bulleribasidiaceae","Hannaella","2","false","Fungi","411","","Unclustered","0.6666666666666666","411","0","1.0","Tremellales","411","0","0","Basidiomycota","2","4.8756704046806434E-4","2","true","0","411","0","0"
"528.0","28738885cb92c87d783e46d8d3163790","276","1.0","0.0","0.0","0.0","-1.0","Microbotryomycetes","1.0","1.0","0.0","1","1","1","8910.18576186855","Microbotryomycetes","Microbotryomycetes","0","false","Fungi","276","","Unclustered","0.0","276","0","2.0","Microbotryomycetes","276","1","0","Basidiomycota","1","4.878048780487805E-4","2","true","0","276","0","0"
"912.0","e24809558d4bfc558cafeb7ec021586c","708","0.0","0.0","0.0","0.0","0.0","Sordariomycetes","0.0","0.0","0.0","1","0","1","-2694.2231211771586","Xylariales_fam_Incertae_sedis","Hansfordia","1","false","Fungi","708","","Unclustered","0.0","708","0","4.0","Xylariales","708","0","0","Ascomycota","1","4.8756704046806434E-4","2","true","0","708","0","0"
"437.0","35028b2c2b5fcbfa2e95a558026d6b51","300","1.0","3.0","0.014028863984519874","0.2647058823529411","-3.0","Dothideomycetes","3.0","1.0","0.0","4","1","4","-25639.539437710828","Pleosporales","Pleosporales","1","false","Fungi","300","","Unclustered","0.4","300","0","1.75","Pleosporales","300","3","0","Ascomycota","4","4.8828125E-4","2","true","0","300","348","0"
"407.0","331c313737b40570fc4ad9b0f252fe8e","296","1.0","0.0","0.0","0.0","-1.0","Dothideomycetes","1.0","1.0","0.0","1","1","1","-7191.860441934864","Coniothyriaceae","Neoconiothyrium","0","false","Fungi","296","","Unclustered","0.0","296","0","3.0","Pleosporales","296","1","0","Ascomycota","1","4.878048780487805E-4","2","true","0","296","0","0"
"322.0","fdfe6b4b73fc2c47d55f72471144dbcd","160","1.0","0.0","0.0","0.0","-1.0","Gammaproteobacteria","1.0","1.0","0.5","3","1","3","-12368.406846239084","Enterobacteriaceae","Enterobacteriaceae","2","false","Bacteria","160","Cluster 6","Seed","3.0","160","0","3.6666666666666665","Enterobacterales","160","1","0","Proteobacteria","3","4.878048780487805E-4","2","true","0","160","0","0"
"781.0","c58a686e191f7dc09c341f1446c18de1","641","0.0","0.0","0.0","0.0","0.0","Dothideomycetes","0.0","0.0","0.0","1","0","1","-35577.257377998096","Pleosporaceae","Pleosporaceae","1","false","Fungi","641","","Unclustered","0.0","641","0","6.0","Pleosporales","641","0","0","Ascomycota","1","4.8756704046806434E-4","2","true","0","641","0","0"
"319.0","0072c43e0287705cfac3abbde100ea13","161","1.3333333333333333","0.0","0.0","0.0","-3.0","Agaricomycetes","2.5","0.75","0.5","3","2","3","-1.553763994685111E-12","Steccherinaceae","Steccherinum","1","false","Fungi","161","Cluster 7","Seed","3.0","161","0","4.333333333333333","Polyporales","161","2","0","Basidiomycota","3","4.88162069807176E-4","2","true","0","161","0","0"
"406.0","1440f5082da53c0ab4426b94702b1777","214","1.25","0.0","0.0","0.0","-4.0","Dothideomycetes","3.5","0.8","0.5","3","2","3","14955.4865225862","Teratosphaeriaceae","Phaeothecoidea","0","false","Fungi","214","Cluster 7","Clustered","3.0","214","0","4.333333333333333","Capnodiales","214","3","0","Ascomycota","3","4.884004884004884E-4","3","true","0","214","0","0"
"414.0","3b6dfecdf217999a7a66b80a1c0dbade","313","1.5","0.0","0.0","0.0","-6.0","Dothideomycetes","4.5","0.6666666666666666","0.16666666666666666","3","2","3","-1248.7341446252867","Aureobasidiaceae","Aureobasidium","0","false","Fungi","313","Cluster 11","Clustered","2.0","313","0","3.0","Dothideales","313","3","0","Ascomycota","3","4.886391399951136E-4","3","true","0","313","0","0"
"607.0","72b79d1ca28489c0743102fe5bb802d8","428","1.8888888888888888","0.0","0.0","0.0","-9.0","Eurotiomycetes","5.666666666666666","0.5294117647058824","0.16666666666666666","3","3","3","-11343.269073924777","Trichomeriaceae","Trichomeriaceae","0","false","Fungi","428","","Unclustered","2.0","428","0","4.666666666666667","Chaetothyriales","428","3","0","Ascomycota","3","4.889178617992178E-4","2","true","0","428","0","0"
"521.0","4518fc636b4309946ac6562274379eca","337","0.0","0.0","0.0","0.0","0.0","Sordariomycetes","0.0","0.0","0.0","1","0","1","5.5462062750636876E-12","Microdochiaceae","Microdochium","1","false","Fungi","337","","Unclustered","0.0","337","0","2.0","Xylariales","337","0","0","Ascomycota","1","4.8756704046806434E-4","2","true","0","337","0","0"
"208.0","09d3693e64a50196bfa5e282290fede2","182","1.25","32.0","0.11287591711682657","3.832335329341318","-4.0","Dothideomycetes","3.5","0.8","0.13333333333333333","6","2","6","-3395.8874030483357","Pleosporaceae","Alternaria","3","false","Fungi","182","Cluster 19","Seed","1.2","182","0","10.166666666666666","Pleosporales","182","3","0","Ascomycota","6","4.884004884004884E-4","2","true","0","182","2800","0"
"852.0","4b63855d295d9ec6ae5f53b5823bf8ef","353","1.0","1.0","0.5","0.16666666666666666","-1.0","Agaricomycetes","1.0","1.0","0.16666666666666666","3","1","3","-1.1718344972795986E-10","Schizophyllaceae","Schizophyllum","2","false","Fungi","353","Cluster 14","Seed","2.0","353","0","1.6666666666666667","Agaricales","353","1","0","Basidiomycota","3","4.878048780487805E-4","2","true","0","353","3","0"
"1054.0","0efa27d6dad222692269b67cd517bce4","201","0.0","0.0","0.0","0.0","0.0","Dothideomycetes","0.0","0.0","0.0","1","0","1","-9484.744759921277","Massarinaceae","Stagonospora","1","false","Fungi","201","","Unclustered","0.0","201","0","2.0","Pleosporales","201","0","0","Ascomycota","1","4.8756704046806434E-4","3","true","0","201","0","0"
"398.0","72f9e9afcc03ad4daa440ceae7b26211","66","1.0","0.0","0.0","0.0","-2.0","Actinobacteria","2.0","1.0","0.0","2","1","2","668.7412364426483","Frankiaceae","Jatrophihabitans","0","false","Bacteria","66","","Unclustered","0.6666666666666666","66","0","1.0","Frankiales","66","2","0","Actinobacteriota","2","4.880429477794046E-4","2","true","0","66","0","0"
"276.0","f8aeec3c1ff0f4e7e1c829e4db0618d9","156","0.0","0.0","0.0","0.0","0.0","Gammaproteobacteria","0.0","0.0","0.0","2","0","2","2.156345167572207E-10","Pseudomonadaceae","Pseudomonas","2","false","Bacteria","156","","Unclustered","0.6666666666666666","156","0","1.0","Pseudomonadales","156","0","0","Proteobacteria","2","4.8756704046806434E-4","2","true","0","156","0","0"
"334.0","fdafff704e28bdd501d460ebf6eebf70","159","1.0","0.0","0.0","0.0","-1.0","Gammaproteobacteria","1.0","1.0","0.0","1","1","1","87213.46214139106","Oxalobacteraceae","Massilia","0","false","Bacteria","159","","Unclustered","0.0","159","0","2.0","Burkholderiales","159","1","0","Proteobacteria","1","4.878048780487805E-4","2","true","0","159","0","0"
"959.0","e892085bb61db85e5e9245ab33b7958d","719","1.0","0.0","0.0","0.0","-1.0","Sordariomycetes","1.0","1.0","0.5","2","1","2","-15001.401821873565","Diaporthaceae","Diaporthe","1","false","Fungi","719","Cluster 9","Clustered","2.0","719","0","3.5","Diaporthales","719","1","0","Ascomycota","2","4.878048780487805E-4","2","true","0","719","0","0"
"2444.0","9460ab3486f16cc48bbd75a32522060b","520","0.0","0.0","0.0","0.0","0.0","Dothideomycetes","0.0","0.0","0.0","1","0","1","-5.975688497655773E-12","Pleosporaceae","Bipolaris","1","false","Fungi","520","","Unclustered","0.0","520","0","1.0","Pleosporales","520","0","0","Ascomycota","1","4.8756704046806434E-4","2","true","0","520","0","0"
"1405.0","476213535665a1076b2c5457d0699e19","343","1.0","0.0","0.0","0.0","-1.0","Sordariomycetes","1.0","1.0","0.0","1","1","1","9894.092038318382","Hypocreales_fam_Incertae_sedis","Sarocladium","0","false","Fungi","343","","Unclustered","0.0","343","0","1.0","Hypocreales","343","1","0","Ascomycota","1","4.878048780487805E-4","2","true","0","343","0","0"
"225.0","1e1178f3163cc9169597e95ff04f6ec6","18","1.0","2.0","0.55","0.24000000000000005","-1.0","Gammaproteobacteria","1.0","1.0","0.16666666666666666","4","1","4","1.714936511263802E-11","Comamonadaceae","Comamonadaceae","3","false","Bacteria","18","","Unclustered","1.6666666666666667","18","0","2.5","Burkholderiales","18","1","0","Proteobacteria","4","4.878048780487805E-4","2","true","0","18","11","0"
"1062.0","d076ba2c31e1f8563acd7d816a1291f6","674","0.0","0.0","0.0","0.0","0.0","Sordariomycetes","0.0","0.0","0.5","2","0","2","-7462.862408433935","Xylariaceae","Hypoxylon","2","false","Fungi","674","Cluster 10","Seed","2.0","674","0","3.0","Xylariales","674","0","0","Ascomycota","2","4.8756704046806434E-4","2","true","0","674","0","0"
"807.0","b17159f4345abc69bf84717a4590f0dc","598","0.0","0.0","0.0","0.0","0.0","Dothideomycetes","0.0","0.0","0.16666666666666666","3","0","3","2.7380519304937066E-11","Phaeosphaeriaceae","Parastagonospora","3","false","Fungi","598","Cluster 13","Clustered","2.0","598","0","2.6666666666666665","Pleosporales","598","0","0","Ascomycota","3","4.8756704046806434E-4","2","true","0","598","0","0"
"789.0","c92d481c3f8ce88e480eb4d2a2379f8e","654","1.0","0.0","0.0","0.0","-1.0","Dothideomycetes","1.0","1.0","0.5","2","1","2","-28004.27100341452","Didymellaceae","Didymellaceae","1","false","Fungi","654","Cluster 13","Clustered","2.0","654","0","3.0","Pleosporales","654","1","0","Ascomycota","2","4.878048780487805E-4","2","true","0","654","0","0"
"932.0","fba25b3ae9a416b8c756aa78832bee11","757","1.0","0.0","0.0","0.0","-1.0","Lecanoromycetes","1.0","1.0","0.0","1","1","1","-20531.825893926147","Stictidaceae","Eriospora","0","false","Fungi","757","","Unclustered","0.0","757","0","3.0","Ostropales","757","1","0","Ascomycota","1","4.878048780487805E-4","3","true","0","757","0","0"
"1345.0","c5d8d078a72e677856eabf15955cca3a","642","1.0","0.0","0.0","0.0","-3.0","Dothideomycetes","3.0","1.0","0.3333333333333333","4","1","4","-7.06286883444947E-12","Phaeosphaeriaceae","Wojnowiciella","1","false","Fungi","642","Cluster 6","Clustered","3.0","642","0","3.0","Pleosporales","642","3","0","Ascomycota","4","4.8828125E-4","2","true","0","642","0","0"
"1093.0","dc5c638730f175c27575812a89de71a8","695","0.0","0.0","0.0","0.0","0.0","Dothideomycetes","0.0","0.0","0.5","2","0","2","7462.8624084340145","Didymellaceae","Epicoccum","2","false","Fungi","695","Cluster 10","Clustered","2.0","695","0","3.0","Pleosporales","695","0","0","Ascomycota","2","4.8756704046806434E-4","3","true","0","695","0","0"
"289.0","19b26a6c28ea09c17962324e011a25bd","232","0.0","0.0","0.0","0.0","0.0","Dothideomycetes","0.0","0.0","0.0","2","0","2","-1.594124164714374E-10","Pleosporaceae","Alternaria","2","false","Fungi","232","","Unclustered","0.6666666666666666","232","0","2.5","Pleosporales","232","0","0","Ascomycota","2","4.8756704046806434E-4","3","true","0","232","0","0"
"393.0","46ef48b6096947c86bd1a70949ca8c97","43","1.3333333333333333","0.0","0.0","0.0","-3.0","Alphaproteobacteria","2.5","0.75","0.3333333333333333","3","2","3","-9.15482076266834E-11","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","1","false","Bacteria","43","","Unclustered","1.6666666666666667","43","0","3.3333333333333335","Rhizobiales","43","2","0","Proteobacteria","3","4.88162069807176E-4","2","true","0","43","0","0"
"380.0","1f4db8579af3a50a12ebb175cfdd63cc","251","0.0","0.0","0.0","0.0","0.0","Exobasidiomycetes","0.0","0.0","0.3333333333333333","4","0","4","-3395.887403048195","Quambalariaceae","Quambalaria","4","false","Fungi","251","Cluster 4","Clustered","3.0","251","0","6.25","Microstromatales","251","0","0","Basidiomycota","4","4.8756704046806434E-4","3","true","0","251","0","0"
"926.0","af16991ce12daf846fcbcf604f581dea","592","1.0","0.0","0.0","0.0","-1.0","Sordariomycetes","1.0","1.0","0.5","2","1","2","10468.363144621851","Trichosphaeriaceae","Nigrospora","1","false","Fungi","592","","Unclustered","2.0","592","0","4.5","Trichosphaeriales","592","1","0","Ascomycota","2","4.878048780487805E-4","2","true","0","592","0","0"
"399.0","14b14bf9f5b5ec3e0bc9f8815e11d53f","219","1.0","0.0","0.0","0.0","-3.0","Dothideomycetes","3.0","1.0","0.16666666666666666","3","1","3","-16285.100525313112","Pleosporaceae","Curvularia","0","false","Fungi","219","Cluster 15","Seed","2.0","219","0","1.6666666666666667","Pleosporales","219","3","0","Ascomycota","3","4.8828125E-4","2","true","0","219","0","0"
"1020.0","ac0fd412adbb98c18df32a6faabe3a2b","583","0.0","0.0","0.0","0.0","0.0","Dothideomycetes","0.0","0.0","0.5","2","0","2","-8.789078673993222E-11","Capnodiales","Capnodiales","2","false","Fungi","583","","Unclustered","2.0","583","0","5.0","Capnodiales","583","0","0","Ascomycota","2","4.8756704046806434E-4","2","true","0","583","0","0"
"611.0","53cc216d3062e7982bd428b6d6933a47","369","1.0","0.0","0.0","0.0","-2.0","Dothideomycetes","2.0","1.0","0.3333333333333333","3","1","3","-7.781169440016245E-11","Didymellaceae","Epicoccum","1","false","Fungi","369","Cluster 10","Clustered","1.6666666666666667","369","0","2.3333333333333335","Pleosporales","369","2","0","Ascomycota","3","4.880429477794046E-4","2","true","0","369","0","0"
"845.0","914e741c2a91a1afa6020b2799960dc3","508","1.0","0.0","0.0","0.0","-3.0","Dothideomycetes","3.0","1.0","0.3333333333333333","3","1","3","70252.64484832785","Dissoconiaceae","Dissoconium","0","false","Fungi","508","Cluster 10","Clustered","1.6666666666666667","508","0","2.3333333333333335","Capnodiales","508","3","0","Ascomycota","3","4.8828125E-4","2","true","0","508","0","0"
"1214.0","2c668c6e985d22dd56bbc9f78c84ca03","281","0.0","0.0","0.0","0.0","0.0","Sordariomycetes","0.0","0.0","0.0","1","0","1","4.175304053222901E-28","Glomerellaceae","Colletotrichum","1","false","Fungi","281","","Unclustered","0.0","281","0","1.0","Glomerellales","281","0","0","Ascomycota","1","4.8756704046806434E-4","2","true","0","281","0","0"
"584.0","d3b8ce79a5b40cb4f3f1514b25518201","133","1.0","0.0","0.0","0.0","-1.0","Bacteroidia","1.0","1.0","0.0","1","1","1","11498.30678911885","Spirosomaceae","Dyadobacter","0","false","Bacteria","133","","Unclustered","0.0","133","0","1.0","Cytophagales","133","1","0","Bacteroidota","1","4.878048780487805E-4","2","true","0","133","0","0"
"725.0","437f0dbab19f6bfe95601749cf46f071","330","0.0","0.0","0.0","0.0","0.0","Tremellomycetes","0.0","0.0","0.5","3","0","3","-3.9362348777677587E-11","Bulleribasidiaceae","Vishniacozyma","3","false","Fungi","330","Cluster 6","Clustered","3.0","330","0","3.6666666666666665","Tremellales","330","0","0","Basidiomycota","3","4.8756704046806434E-4","3","true","0","330","0","0"
"1453.0","c8781692a7335d1a1093fd6bd9730227","651","1.0","0.0","0.0","0.0","-4.0","Dothideomycetes","4.0","1.0","0.3333333333333333","4","1","4","-51089.36344908855","Phaeosphaeriaceae","Leptospora","0","false","Fungi","651","Cluster 6","Clustered","3.0","651","0","3.0","Pleosporales","651","4","0","Ascomycota","4","4.885197850512946E-4","4","true","0","651","0","0"
"808.0","e04dd211410b92436df067f9091eae21","703","0.0","0.0","0.0","0.0","0.0","Agaricomycetes","0.0","0.0","0.0","1","0","1","-28004.271003414495","Polyporaceae","Trametes","1","false","Fungi","703","","Unclustered","0.0","703","0","3.0","Polyporales","703","0","0","Basidiomycota","1","4.8756704046806434E-4","2","true","0","703","0","0"
"933.0","ef574aec267ada979e4471a099092180","731","1.0","0.0","0.0","0.0","-3.0","Dothideomycetes","3.0","1.0","0.0","3","1","3","42108.0658700147","Pleosporales","Pleosporales","0","false","Fungi","731","","Unclustered","0.5","731","0","2.0","Pleosporales","731","3","0","Ascomycota","3","4.8828125E-4","2","true","0","731","0","0"
"752.0","c75b0089bd0de18719eee62105efa715","646","4.405940594059406","0.0","0.0","0.0","-101.0","Dothideomycetes","25.333333333333325","0.22696629213483144","0.3333333333333333","3","6","3","32645.975096146016","Pleosporales_fam_Incertae_sedis","Pseudorobillarda","1","false","Fungi","646","","Unclustered","1.6666666666666667","646","0","25.666666666666668","Pleosporales","646","2","0","Ascomycota","3","4.936646371564918E-4","2","true","0","646","0","0"
"798.0","b71bcfdb6e592469a92335efe4594335","612","0.0","0.0","0.0","0.0","0.0","Dothideomycetes","0.0","0.0","0.0","1","0","1","12951.181233220535","Massarinaceae","Stagonospora","1","false","Fungi","612","","Unclustered","0.0","612","0","4.0","Pleosporales","612","0","0","Ascomycota","1","4.8756704046806434E-4","2","true","0","612","0","0"
"316.0","26410da02bf8f5038a5508b9bdd90640","272","1.0","0.0","0.0","0.0","-4.0","Tremellomycetes","4.0","1.0","0.08333333333333333","4","1","4","7891.064296557047","Tremellomycetes","Tremellomycetes","0","false","Fungi","272","Cluster 16","Seed","2.0","272","0","1.75","Tremellomycetes","272","4","0","Basidiomycota","4","4.885197850512946E-4","2","true","0","272","0","0"
"776.0","778aa28b5b7da2e0c7412b78d11662dc","443","1.0","1.5","0.35000000000000003","0.16071428571428575","-2.0","Dothideomycetes","2.0","1.0","0.25","5","1","5","5.686585406070885E-11","Didymellaceae","Neoascochyta","3","false","Fungi","443","Cluster 7","Clustered","3.0","443","0","3.0","Pleosporales","443","2","0","Ascomycota","5","4.880429477794046E-4","3","true","0","443","14","0"
"636.0","8b82f513b271b184f96e2267739537ee","486","0.0","0.0","0.0","0.0","0.0","Dothideomycetes","0.0","0.0","0.3333333333333333","3","0","3","-5.0203513088863894E-11","Phaeosphaeriaceae","Neostagonospora","3","false","Fungi","486","Cluster 9","Clustered","1.6666666666666667","486","0","2.6666666666666665","Pleosporales","486","0","0","Ascomycota","3","4.8756704046806434E-4","2","true","0","486","0","0"
"827.0","c6fd86dc98a81a0e0b56f5a677fce87f","645","1.0","0.0","0.0","0.0","-4.0","Dothideomycetes","4.0","1.0","0.16666666666666666","4","1","4","-17462.06091277121","Pleosporaceae","Alternaria","0","false","Fungi","645","Cluster 9","Clustered","1.6666666666666667","645","0","2.0","Pleosporales","645","4","0","Ascomycota","4","4.885197850512946E-4","2","true","0","645","0","0"
"516.0","5d52e596f701c0d7a345f67346ec7d46","387","1.0","0.0","0.0","0.0","-1.0","Sordariomycetes","1.0","1.0","0.0","1","1","1","-174571.15678766888","Clavicipitaceae","Claviceps","0","false","Fungi","387","","Unclustered","0.0","387","0","4.0","Hypocreales","387","1","0","Ascomycota","1","4.878048780487805E-4","3","true","0","387","0","0"
"757.0","b7da615dd7ac87155f4979c01a7dcec2","614","0.0","0.0","0.0","0.0","0.0","Sordariomycetes","0.0","0.0","0.0","3","0","3","3.8051041705187363E-11","Diaporthaceae","Diaporthe","3","false","Fungi","614","","Unclustered","0.5","614","0","1.3333333333333333","Diaporthales","614","0","0","Ascomycota","3","4.8756704046806434E-4","2","true","0","614","0","0"
"452.0","48920c7402adf57dbd019f44a2a2e25d","345","1.0","0.0","0.0","0.0","-1.0","Tremellomycetes","1.0","1.0","0.0","1","1","1","-1406.0803327015788","Bulleribasidiaceae","Hannaella","0","false","Fungi","345","","Unclustered","0.0","345","0","3.0","Tremellales","345","1","0","Basidiomycota","1","4.878048780487805E-4","2","true","0","345","0","0"
"541.0","9b788a814dafb9761b5dfbdddef5653c","540","2.717171717171717","3.0750012759407954","0.01220096730029496","0.542504938835787","-99.0","Dothideomycetes","45.73333333333334","0.3680297397769517","0.2647058823529412","17","5","17","0.0029837055848973486","Pleosporaceae","Bipolaris","2","false","Fungi","540","Cluster 3","Clustered","5.8901098901098905","540","0","53.705882352941174","Pleosporales","540","15","0","Ascomycota","17","4.986867914491836E-4","1","true","0","540","3995","0"
"218.0","1491f807edc7db384b9e88182be036b6","217","1.5","20.382692343408884","0.08133100936393936","3.3386772343692765","-8.0","Dothideomycetes","6.0","0.6666666666666666","0.23809523809523808","15","2","15","-1.1654604016496136E-10","Dothideaceae","Dothideaceae","11","false","Fungi","217","","Unclustered","4.800000000000001","217","0","39.53333333333333","Dothideales","217","4","0","Ascomycota","15","4.889975550122249E-4","1","true","0","217","22066","0"
"554.0","458935da1724ec37a2fc104168e51e0e","339","0.0","0.0","0.0","0.0","0.0","Dothideomycetes","0.0","0.0","0.0","2","0","2","1.1833808991017175E-11","Phaeosphaeriaceae","Phaeosphaeria","2","false","Fungi","339","","Unclustered","0.6666666666666666","339","0","2.5","Pleosporales","339","0","0","Ascomycota","2","4.8756704046806434E-4","2","true","0","339","0","0"
"610.0","435ffff0e2360a02bef1e19e74f2a7a8","329","1.0","0.0","0.0","0.0","-1.0","Dothideomycetes","1.0","1.0","0.0","1","1","1","13558.988564880356","Botryosphaeriaceae","Neofusicoccum","0","false","Fungi","329","","Unclustered","0.0","329","0","2.0","Botryosphaeriales","329","1","0","Ascomycota","1","4.878048780487805E-4","5","true","0","329","0","0"
"317.0","11cabdc0d158c01f9f790c3de351248e","210","0.0","0.0","0.0","0.0","0.0","Cystobasidiomycetes","0.0","0.0","0.0","1","0","1","6022.322137984212","Erythrobasidiaceae","Erythrobasidium","1","false","Fungi","210","","Unclustered","0.0","210","0","3.0","Erythrobasidiales","210","0","0","Basidiomycota","1","4.8756704046806434E-4","2","true","0","210","0","0"
"892.0","cb1f0f2034911892190666c248c43d91","662","1.25","0.0","0.0","0.0","-4.0","Sordariomycetes","3.5","0.8","0.0","3","2","3","-34770.01935365068","Trichosphaeriaceae","Nigrospora","0","false","Fungi","662","","Unclustered","0.5","662","0","1.6666666666666667","Trichosphaeriales","662","3","0","Ascomycota","3","4.884004884004884E-4","2","true","0","662","0","0"
"343.0","35b96d689338594fda9e1ca3b70a5002","302","3.3366336633663365","0.0","0.0","0.0","-101.0","Dothideomycetes","36.883333333333326","0.2997032640949555","0.5","3","6","3","-14317.544018448187","Pleosporaceae","Alternaria","0","false","Fungi","302","","Unclustered","3.0","302","0","41.333333333333336","Pleosporales","302","3","0","Ascomycota","3","4.964955687770489E-4","2","true","0","302","0","0"
"423.0","351bcbf553f92945ab0677eb6c618f06","301","1.0","1.0","0.30000000000000004","0.375","-1.0","Dothideomycetes","1.0","1.0","0.0","2","1","2","-9.906203717974407E-12","Dissoconiaceae","Ramichloridium","1","false","Fungi","301","","Unclustered","0.6666666666666666","301","0","2.0","Capnodiales","301","1","0","Ascomycota","2","4.878048780487805E-4","2","true","0","301","6","0"
"446.0","3af88a3c7bea639046a4cc0112c2f6b9","312","1.5","0.0","0.0","0.0","-2.0","Sordariomycetes","1.5","0.6666666666666666","0.0","1","2","1","41215.70663286821","Sporocadaceae","Neopestalotiopsis","0","false","Fungi","312","","Unclustered","0.0","312","0","2.0","Xylariales","312","1","0","Ascomycota","1","4.8792388387411563E-4","2","true","0","312","0","0"
"398.0","12f0627b0f930aff1182481eb84cbc7d","9","0.0","0.0","0.0","0.0","0.0","Gammaproteobacteria","0.0","0.0","0.5","2","0","2","-2.051482985151648E-11","Comamonadaceae","Aquabacterium","2","false","Bacteria","9","","Unclustered","2.0","9","0","4.0","Burkholderiales","9","0","0","Proteobacteria","2","4.8756704046806434E-4","2","true","0","9","0","0"
"688.0","3b94c19ef326eea0918e1c3d244c999c","29","1.0","0.0","0.0","0.0","-4.0","Gammaproteobacteria","4.0","1.0","0.25","4","1","4","82230.10645761629","Enterobacterales","Enterobacterales","0","false","Bacteria","29","","Unclustered","1.4","29","0","2.75","Enterobacterales","29","4","0","Proteobacteria","4","4.885197850512946E-4","4","true","0","29","0","0"
"519.0","94413309e2592172849b77dc51ee035a","518","2.090909090909091","515.2880952030214","1.7192998130324832","79.6083373358974","-99.0","Dothideomycetes","52.33333333333335","0.4782608695652174","0.17916666666666667","16","4","16","0.008578150410627839","Phaeosphaeriaceae","Phaeosphaeriaceae","4","false","Fungi","518","","Unclustered","2.692307692307692","518","0","43.8125","Pleosporales","518","12","0","Ascomycota","16","5.003335557038023E-4","1","true","0","518","725157","0"
"403.0","1e5ed3706ccf4de4ab6bd4bc2b8e00d1","246","0.0","0.0","0.0","0.0","0.0","Dothideomycetes","0.0","0.0","0.0","1","0","1","1.5264223431890251E-10","Shiraiaceae","Shiraiaceae","1","false","Fungi","246","","Unclustered","0.0","246","0","2.0","Pleosporales","246","0","0","Ascomycota","1","4.8756704046806434E-4","2","true","0","246","0","0"
"818.0","9ed954eac2291ca07bbb3ed8583ddf9b","548","1.0","1.0","0.002660646617753769","0.375","-1.0","Agaricomycetes","1.0","1.0","0.0","2","1","2","45.12445568151123","Ceratobasidiaceae","Ceratobasidiaceae","1","false","Fungi","548","","Unclustered","0.6666666666666666","548","0","2.0","Cantharellales","548","1","0","Basidiomycota","2","4.878048780487805E-4","2","true","0","548","66","0"
"3339.0","181552efc7b511d5688676254482b0b4","226","0.0","0.0","0.0","0.0","0.0","Sordariomycetes","0.0","0.0","0.0","1","0","1","-3.423870248643227E-11","Bartaliniaceae","Bartalinia","1","false","Fungi","226","","Unclustered","0.0","226","0","2.0","Xylariales","226","0","0","Ascomycota","1","4.8756704046806434E-4","9","true","0","226","0","0"
"1061.0","63afe8e6aac58bf0d670a82ca5bc574c","61","1.0","1.0","1.5","0.25","-1.0","Gammaproteobacteria","1.0","1.0","0.0","2","1","2","-5.032978906817286E-11","Yersiniaceae","Yersiniaceae","1","false","Bacteria","61","","Unclustered","0.6666666666666666","61","0","1.0","Enterobacterales","61","1","0","Proteobacteria","2","4.878048780487805E-4","2","true","0","61","3","0"
