Sample	SampleID	PCR_Control	Extract_Control	Source	Site	Region	SiteType	Host_SiteType	Host_Region	SiteType_Site		SitePair
S207_NSW1092655_FWD11	S207_NSW1092655_FWD11	FALSE	FALSE	Themeda_triandra	Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	Themeda_triandra_Restored	Themeda_triandra_Sydney	Restored_Elizabeth_Macarthur_Reserve_Camden		SitePair15
S208_NSW1092658_FWD12	S208_NSW1092658_FWD12	FALSE	FALSE	Themeda_triandra	Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	Themeda_triandra_Restored	Themeda_triandra_Sydney	Restored_Elizabeth_Macarthur_Reserve_Camden		SitePair15
S209_NSW1092659_FWD12	S209_NSW1092659_FWD12	FALSE	FALSE	Themeda_triandra	Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	Themeda_triandra_Restored	Themeda_triandra_Sydney	Restored_Elizabeth_Macarthur_Reserve_Camden		SitePair15
S210_NSW1092660_FWD12	S210_NSW1092660_FWD12	FALSE	FALSE	Themeda_triandra	Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	Themeda_triandra_Restored	Themeda_triandra_Sydney	Restored_Elizabeth_Macarthur_Reserve_Camden		SitePair15
S211_NSW1092665_FWD12	S211_NSW1092665_FWD12	FALSE	FALSE	Themeda_triandra	Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	Themeda_triandra_Restored	Themeda_triandra_Sydney	Restored_Elizabeth_Macarthur_Reserve_Camden		SitePair15
S212_NSW1092664_FWD12	S212_NSW1092664_FWD12	FALSE	FALSE	Themeda_triandra	Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	Themeda_triandra_Restored	Themeda_triandra_Sydney	Restored_Elizabeth_Macarthur_Reserve_Camden		SitePair15
S213_NSW1092668_FWD12	S213_NSW1092668_FWD12	FALSE	FALSE	Themeda_triandra	Elizabeth_Macarthur_Reserve_Camden	Sydney	Restored	Themeda_triandra_Restored	Themeda_triandra_Sydney	Restored_Elizabeth_Macarthur_Reserve_Camden		SitePair15
S214_NSW1092669_FWD12	S214_NSW1092669_FWD12	FALSE	FALSE	Themeda_triandra	Elizabeth_Macarthur_Reserve_Camden	Canberra	Restored	Themeda_triandra_Restored	Themeda_triandra_Canberra	Restored_Elizabeth_Macarthur_Reserve_Camden		SitePair15
ext_blank_1_16s_FWD20	ext_blank_1_16s_FWD20	FALSE	TRUE	Control	Extract_Control	Control	Control	Control_Control	Control_Control	Control_Extract_Control		NA
ext_blank_1_FWD18	ext_blank_1_FWD18	FALSE	TRUE	Control	Extract_Control	Control	Control	Control_Control	Control_Control	Control_Extract_Control		NA
ext_blank_2_16s_FWD20	ext_blank_2_16s_FWD20	FALSE	TRUE	Control	Extract_Control	Control	Control	Control_Control	Control_Control	Control_Extract_Control		NA
ext_blank_2_FWD18	ext_blank_2_FWD18	FALSE	TRUE	Control	Extract_Control	Control	Control	Control_Control	Control_Control	Control_Extract_Control		NA
ext_blank_3_16s_FWD24	ext_blank_3_16s_FWD24	FALSE	TRUE	Control	Extract_Control	Control	Control	Control_Control	Control_Control	Control_Extract_Control		NA
ext_blank_3_FWD18	ext_blank_3_FWD18	FALSE	TRUE	Control	Extract_Control	Control	Control	Control_Control	Control_Control	Control_Extract_Control		NA
EXT_BLK_1_16S	EXT_BLK_1_16S	FALSE	TRUE	Control	Extract_Control	Control	Control	Control	Control	Control_Extract_Control		NA
EXT_BLK_2_16S	EXT_BLK_2_16S	FALSE	TRUE	Control	Extract_Control	Control	Control	Control	Control	Control_Extract_Control		NA
EXT_BLK_3_16S	EXT_BLK_3_16S	FALSE	TRUE	Control	Extract_Control	Control	Control	Control	Control	Control_Extract_Control		NA
S19_NSW1092584_FWD17	S19_NSW1092584_FWD17	FALSE	FALSE	Microlaena_stipoides	Garrad_Reserve_Narrawallee	South_Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_South_Coast	Restored_Garrad_Reserve_Narrawallee		SitePair10
S405_16S	S405_16S	FALSE	FALSE	Microlaena_stipoides	Garrad_Reserve_Narrawallee	South Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_South_Coast	Restored_Garrad_Reserve_Narrawallee		SitePair10
S406_16S	S406_16S	FALSE	FALSE	Microlaena_stipoides	Garrad_Reserve_Narrawallee	South Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_South_Coast	Restored_Garrad_Reserve_Narrawallee		SitePair10
S407_16S	S407_16S	FALSE	FALSE	Microlaena_stipoides	Garrad_Reserve_Narrawallee	South Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_South_Coast	Restored_Garrad_Reserve_Narrawallee		SitePair10
S408_16S	S408_16S	FALSE	FALSE	Microlaena_stipoides	Garrad_Reserve_Narrawallee	South Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_South_Coast	Restored_Garrad_Reserve_Narrawallee		SitePair10
S409_16S	S409_16S	FALSE	FALSE	Microlaena_stipoides	Garrad_Reserve_Narrawallee	South Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_South_Coast	Restored_Garrad_Reserve_Narrawallee		SitePair10
S410_16S	S410_16S	FALSE	FALSE	Microlaena_stipoides	Garrad_Reserve_Narrawallee	South Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_South_Coast	Restored_Garrad_Reserve_Narrawallee		SitePair10
S411_16S	S411_16S	FALSE	FALSE	Microlaena_stipoides	Garrad_Reserve_Narrawallee	South Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_South_Coast	Restored_Garrad_Reserve_Narrawallee		SitePair10
S412_16S	S412_16S	FALSE	FALSE	Microlaena_stipoides	Garrad_Reserve_Narrawallee	South Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_South_Coast	Restored_Garrad_Reserve_Narrawallee		SitePair10
S315_NSW1079788_FWD19	S315_NSW1079788_FWD19	FALSE	FALSE	Melaleuca_quinquenervia	Hat_Head_National_Park	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Hat_Head_National_Park		SitePair4
S316_NSW1079793_FWD19	S316_NSW1079793_FWD19	FALSE	FALSE	Melaleuca_quinquenervia	Hat_Head_National_Park	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Hat_Head_National_Park		SitePair4
S317_NSW1079783_FWD19	S317_NSW1079783_FWD19	FALSE	FALSE	Melaleuca_quinquenervia	Hat_Head_National_Park	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Hat_Head_National_Park		SitePair4
S318_NSW1079813_FWD20	S318_NSW1079813_FWD20	FALSE	FALSE	Melaleuca_quinquenervia	Hat_Head_National_Park	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Hat_Head_National_Park		SitePair4
S319_NSW1079808_FWD20	S319_NSW1079808_FWD20	FALSE	FALSE	Melaleuca_quinquenervia	Hat_Head_National_Park	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Hat_Head_National_Park		SitePair4
S320_NSW1079747_FWD20	S320_NSW1079747_FWD20	FALSE	FALSE	Melaleuca_quinquenervia	Hat_Head_National_Park	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Hat_Head_National_Park		SitePair4
S370_NSW1079798_FWD24	S370_NSW1079798_FWD24	FALSE	FALSE	Melaleuca_quinquenervia	Hat_Head_National_Park	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Hat_Head_National_Park		SitePair4
S5_NSW1079752_FWD17	S5_NSW1079752_FWD17	FALSE	FALSE	Melaleuca_quinquenervia	Hat_Head_National_Park	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Hat_Head_National_Park		SitePair4
S119_NSW1092565_FWD22	S119_NSW1092565_FWD22	FALSE	FALSE	Microlaena_stipoides	Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Natural_Jervis_Bay_NP_Parnell_Road		SitePair8
S120_NSW1092560_FWD22	S120_NSW1092560_FWD22	FALSE	FALSE	Microlaena_stipoides	Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Natural_Jervis_Bay_NP_Parnell_Road		SitePair8
S121_NSW1092562_FWD23	S121_NSW1092562_FWD23	FALSE	FALSE	Microlaena_stipoides	Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Natural_Jervis_Bay_NP_Parnell_Road		SitePair8
S122_NSW1092545_FWD23	S122_NSW1092545_FWD23	FALSE	FALSE	Microlaena_stipoides	Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Natural_Jervis_Bay_NP_Parnell_Road		SitePair8
S123_NSW1092540_FWD23	S123_NSW1092540_FWD23	FALSE	FALSE	Microlaena_stipoides	Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Natural_Jervis_Bay_NP_Parnell_Road		SitePair8
S124_NSW1092535_FWD23	S124_NSW1092535_FWD23	FALSE	FALSE	Microlaena_stipoides	Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Natural_Jervis_Bay_NP_Parnell_Road		SitePair8
S125_NSW1092555_FWD23	S125_NSW1092555_FWD23	FALSE	FALSE	Microlaena_stipoides	Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Natural_Jervis_Bay_NP_Parnell_Road		SitePair8
S126_NSW1092570_FWD13	S126_NSW1092570_FWD13	FALSE	FALSE	Themeda_triandra	Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_South_Coast	Natural_Jervis_Bay_NP_Parnell_Road		SitePair19
S127_NSW1092551_FWD13	S127_NSW1092551_FWD13	FALSE	FALSE	Themeda_triandra	Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_South_Coast	Natural_Jervis_Bay_NP_Parnell_Road		SitePair19
S128_NSW1092546_FWD13	S128_NSW1092546_FWD13	FALSE	FALSE	Themeda_triandra	Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_South_Coast	Natural_Jervis_Bay_NP_Parnell_Road		SitePair19
S129_NSW1092552_FWD13	S129_NSW1092552_FWD13	FALSE	FALSE	Themeda_triandra	Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_South_Coast	Natural_Jervis_Bay_NP_Parnell_Road		SitePair19
S130_NSW1092547_FWD13	S130_NSW1092547_FWD13	FALSE	FALSE	Themeda_triandra	Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_South_Coast	Natural_Jervis_Bay_NP_Parnell_Road		SitePair19
S131_NSW1092541_FWD13	S131_NSW1092541_FWD13	FALSE	FALSE	Themeda_triandra	Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_South_Coast	Natural_Jervis_Bay_NP_Parnell_Road		SitePair19
S132_NSW1092596_FWD13	S132_NSW1092596_FWD13	FALSE	FALSE	Themeda_triandra	Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_South_Coast	Natural_Jervis_Bay_NP_Parnell_Road		SitePair19
S15_NSW1092567_FWD19	S15_NSW1092567_FWD19	FALSE	FALSE	Microlaena_stipoides	Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Natural_Jervis_Bay_NP_Parnell_Road		SitePair8
S28_NSW1092616_FWD19	S28_NSW1092616_FWD19	FALSE	FALSE	Themeda_triandra	Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_South_Coast	Natural_Jervis_Bay_NP_Parnell_Road		SitePair19
S100_NSW1092909_FWD12	S100_NSW1092909_FWD12	FALSE	FALSE	Themeda_triandra	Jesmond_Park	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Jesmond_Park		SitePair16
S101_NSW1092904_FWD12	S101_NSW1092904_FWD12	FALSE	FALSE	Themeda_triandra	Jesmond_Park	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Jesmond_Park		SitePair16
S102_NSW1092913_FWD12	S102_NSW1092913_FWD12	FALSE	FALSE	Themeda_triandra	Jesmond_Park	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Jesmond_Park		SitePair16
S103_NSW1092943_FWD12	S103_NSW1092943_FWD12	FALSE	FALSE	Themeda_triandra	Jesmond_Park	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Jesmond_Park		SitePair16
S104_NSW1092905_FWD12	S104_NSW1092905_FWD12	FALSE	FALSE	Themeda_triandra	Jesmond_Park	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Jesmond_Park		SitePair16
S97_NSW1092914_FWD12	S97_NSW1092914_FWD12	FALSE	FALSE	Themeda_triandra	Jesmond_Park	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Jesmond_Park		SitePair16
S98_NSW1092918_FWD12	S98_NSW1092918_FWD12	FALSE	FALSE	Themeda_triandra	Jesmond_Park	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Jesmond_Park		SitePair16
S99_NSW1092915_FWD12	S99_NSW1092915_FWD12	FALSE	FALSE	Themeda_triandra	Jesmond_Park	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Jesmond_Park		SitePair16
S291_NSW1079814_FWD24	S291_NSW1079814_FWD24	FALSE	FALSE	Melaleuca_quinquenervia	Lake_Innes_NR	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Lake_Innes_NR		SitePair5
S292_NSW1079784_FWD18	S292_NSW1079784_FWD18	FALSE	FALSE	Melaleuca_quinquenervia	Lake_Innes_NR	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Lake_Innes_NR		SitePair5
S293_NSW1079819_FWD18	S293_NSW1079819_FWD18	FALSE	FALSE	Melaleuca_quinquenervia	Lake_Innes_NR	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Lake_Innes_NR		SitePair5
S294_NSW1079745_FWD18	S294_NSW1079745_FWD18	FALSE	FALSE	Melaleuca_quinquenervia	Lake_Innes_NR	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Lake_Innes_NR		SitePair5
S295_NSW1079794_FWD18	S295_NSW1079794_FWD18	FALSE	FALSE	Melaleuca_quinquenervia	Lake_Innes_NR	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Lake_Innes_NR		SitePair5
S296_NSW1079789_FWD18	S296_NSW1079789_FWD18	FALSE	FALSE	Melaleuca_quinquenervia	Lake_Innes_NR	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Lake_Innes_NR		SitePair5
S297_NSW1079755_FWD18	S297_NSW1079755_FWD18	FALSE	FALSE	Melaleuca_quinquenervia	Lake_Innes_NR	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Lake_Innes_NR		SitePair5
S298_NSW1079750_FWD19	S298_NSW1079750_FWD19	FALSE	FALSE	Melaleuca_quinquenervia	Lake_Innes_NR	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Lake_Innes_NR		SitePair5
S397_16S	S397_16S	FALSE	FALSE	Microlaena_stipoides	Leacock Nature Reserve	Western Sydney Region	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_Sydney	Restored_Leacock Nature Reserve		SitePair12
S398_16S	S398_16S	FALSE	FALSE	Microlaena_stipoides	Leacock Nature Reserve	Western Sydney Region	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_Sydney	Restored_Leacock Nature Reserve		SitePair12
S399_16S	S399_16S	FALSE	FALSE	Microlaena_stipoides	Leacock Nature Reserve	Western Sydney Region	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_Sydney	Restored_Leacock Nature Reserve		SitePair12
S400_16S	S400_16S	FALSE	FALSE	Microlaena_stipoides	Leacock Nature Reserve	Western Sydney Region	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_Sydney	Restored_Leacock Nature Reserve		SitePair12
S401_16S	S401_16S	FALSE	FALSE	Microlaena_stipoides	Leacock Nature Reserve	Western Sydney Region	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_Sydney	Restored_Leacock Nature Reserve		SitePair12
S402_16S	S402_16S	FALSE	FALSE	Microlaena_stipoides	Leacock Nature Reserve	Western Sydney Region	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_Sydney	Restored_Leacock Nature Reserve		SitePair12
S403_16S	S403_16S	FALSE	FALSE	Microlaena_stipoides	Leacock Nature Reserve	Western Sydney Region	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_Sydney	Restored_Leacock Nature Reserve		SitePair12
S404_16S	S404_16S	FALSE	FALSE	Microlaena_stipoides	Leacock Nature Reserve	Western Sydney Region	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_Sydney	Restored_Leacock Nature Reserve		SitePair12
S264_NSW1079774_FWD16	S264_NSW1079774_FWD16	FALSE	FALSE	Melaleuca_quinquenervia	Limeburners_Creek_National_Park	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Limeburners_Creek_National_Park		SitePair3
S265_NSW1079746_FWD16	S265_NSW1079746_FWD16	FALSE	FALSE	Melaleuca_quinquenervia	Limeburners_Creek_National_Park	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Limeburners_Creek_National_Park		SitePair3
S266_NSW1079799_FWD17	S266_NSW1079799_FWD17	FALSE	FALSE	Melaleuca_quinquenervia	Limeburners_Creek_National_Park	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Limeburners_Creek_National_Park		SitePair3
S267_NSW1079761_FWD17	S267_NSW1079761_FWD17	FALSE	FALSE	Melaleuca_quinquenervia	Limeburners_Creek_National_Park	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Limeburners_Creek_National_Park		SitePair3
S268_NSW1079767_FWD17	S268_NSW1079767_FWD17	FALSE	FALSE	Melaleuca_quinquenervia	Limeburners_Creek_National_Park	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Limeburners_Creek_National_Park		SitePair3
S269_NSW1079762_FWD17	S269_NSW1079762_FWD17	FALSE	FALSE	Melaleuca_quinquenervia	Limeburners_Creek_National_Park	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Limeburners_Creek_National_Park		SitePair3
S270_NSW1079741_FWD17	S270_NSW1079741_FWD17	FALSE	FALSE	Melaleuca_quinquenervia	Limeburners_Creek_National_Park	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Limeburners_Creek_National_Park		SitePair3
S271_NSW1079765_FWD17	S271_NSW1079765_FWD17	FALSE	FALSE	Melaleuca_quinquenervia	Limeburners_Creek_National_Park	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Limeburners_Creek_National_Park		SitePair3
S321_NSW1093091_FWD20	S321_NSW1093091_FWD20	FALSE	FALSE	Melaleuca_quinquenervia	Mambo_Wetlands	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Mambo_Wetlands		SitePair1
S325_NSW1093096_FWD20	S325_NSW1093096_FWD20	FALSE	FALSE	Melaleuca_quinquenervia	Mambo_Wetlands	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Mambo_Wetlands		SitePair1
S335_NSW1093066_FWD21	S335_NSW1093066_FWD21	FALSE	FALSE	Melaleuca_quinquenervia	Mambo_Wetlands	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Mambo_Wetlands		SitePair1
S338_NSW1093081_FWD21	S338_NSW1093081_FWD21	FALSE	FALSE	Melaleuca_quinquenervia	Mambo_Wetlands	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Mambo_Wetlands		SitePair1
S339_NSW1093076_FWD21	S339_NSW1093076_FWD21	FALSE	FALSE	Melaleuca_quinquenervia	Mambo_Wetlands	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Mambo_Wetlands		SitePair1
S341_NSW1093061_FWD22	S341_NSW1093061_FWD22	FALSE	FALSE	Melaleuca_quinquenervia	Mambo_Wetlands	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Mambo_Wetlands		SitePair1
S342_NSW1093003_FWD22	S342_NSW1093003_FWD22	FALSE	FALSE	Melaleuca_quinquenervia	Mambo_Wetlands	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Mambo_Wetlands		SitePair1
S344_NSW1093071_FWD22	S344_NSW1093071_FWD22	FALSE	FALSE	Melaleuca_quinquenervia	Mambo_Wetlands	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Mambo_Wetlands		SitePair1
S105_NSW1092594_FWD21	S105_NSW1092594_FWD21	FALSE	FALSE	Themeda_triandra	Meroo_NP_Romney_Park_Road	South_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_South_Coast	Natural_Meroo_NP_Romney_Park_Road		SitePair15
S106_NSW1092549_FWD21	S106_NSW1092549_FWD21	FALSE	FALSE	Themeda_triandra	Meroo_NP_Romney_Park_Road	South_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_South_Coast	Natural_Meroo_NP_Romney_Park_Road		SitePair15
S107_NSW1092579_FWD21	S107_NSW1092579_FWD21	FALSE	FALSE	Themeda_triandra	Meroo_NP_Romney_Park_Road	South_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_South_Coast	Natural_Meroo_NP_Romney_Park_Road		SitePair15
S108_NSW1092539_FWD21	S108_NSW1092539_FWD21	FALSE	FALSE	Themeda_triandra	Meroo_NP_Romney_Park_Road	South_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_South_Coast	Natural_Meroo_NP_Romney_Park_Road		SitePair15
S109_NSW1092529_FWD22	S109_NSW1092529_FWD22	FALSE	FALSE	Themeda_triandra	Meroo_NP_Romney_Park_Road	South_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_South_Coast	Natural_Meroo_NP_Romney_Park_Road		SitePair15
S110_NSW1092544_FWD22	S110_NSW1092544_FWD22	FALSE	FALSE	Themeda_triandra	Meroo_NP_Romney_Park_Road	South_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_South_Coast	Natural_Meroo_NP_Romney_Park_Road		SitePair15
S111_NSW1092571_FWD22	S111_NSW1092571_FWD22	FALSE	FALSE	Themeda_triandra	Meroo_NP_Romney_Park_Road	South_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_South_Coast	Natural_Meroo_NP_Romney_Park_Road		SitePair15
S27_NSW1092587_FWD19	S27_NSW1092587_FWD19	FALSE	FALSE	Themeda_triandra	Meroo_NP_Romney_Park_Road	South_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_South_Coast	Natural_Meroo_NP_Romney_Park_Road		SitePair15
S112_NSW1092592_FWD22	S112_NSW1092592_FWD22	FALSE	FALSE	Microlaena_stipoides	Meroo_NP_Romney_Park_Road	South_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Natural_Meroo_NP_Romney_Park_Road		SitePair12
S113_NSW1092612_FWD22	S113_NSW1092612_FWD22	FALSE	FALSE	Microlaena_stipoides	Meroo_NP_Romney_Park_Road	South_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Natural_Meroo_NP_Romney_Park_Road		SitePair12
S114_NSW1092581_FWD22	S114_NSW1092581_FWD22	FALSE	FALSE	Microlaena_stipoides	Meroo_NP_Romney_Park_Road	South_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Natural_Meroo_NP_Romney_Park_Road		SitePair12
S115_NSW1092602_FWD22	S115_NSW1092602_FWD22	FALSE	FALSE	Microlaena_stipoides	Meroo_NP_Romney_Park_Road	South_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Natural_Meroo_NP_Romney_Park_Road		SitePair12
S116_NSW1092591_FWD22	S116_NSW1092591_FWD22	FALSE	FALSE	Microlaena_stipoides	Meroo_NP_Romney_Park_Road	South_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Natural_Meroo_NP_Romney_Park_Road		SitePair12
S117_NSW1092601_FWD22	S117_NSW1092601_FWD22	FALSE	FALSE	Microlaena_stipoides	Meroo_NP_Romney_Park_Road	South_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Natural_Meroo_NP_Romney_Park_Road		SitePair12
S118_NSW1092572_FWD22	S118_NSW1092572_FWD22	FALSE	FALSE	Microlaena_stipoides	Meroo_NP_Romney_Park_Road	South_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Natural_Meroo_NP_Romney_Park_Road		SitePair12
S14_NSW1092582_FWD19	S14_NSW1092582_FWD19	FALSE	FALSE	Microlaena_stipoides	Meroo_NP_Romney_Park_Road	South_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Natural_Meroo_NP_Romney_Park_Road		SitePair12
Mock_1_Bacteria_FWD16	Mock_1_Bacteria_FWD16	FALSE	FALSE	Control	Mock_Community	Control	Control	Control_Control	Control_Control	Control_Mock_Community		NA
Mock_1b_FWD24	Mock_1b_FWD24	FALSE	FALSE	Control	Mock_Community	Control	Control	Control_Control	Control_Control	Control_Mock_Community		NA
Mock_2_Bacteria_FWD16	Mock_2_Bacteria_FWD16	FALSE	FALSE	Control	Mock_Community	Control	Control	Control_Control	Control_Control	Control_Mock_Community		NA
Mock_2b_FWD24	Mock_2b_FWD24	FALSE	FALSE	Control	Mock_Community	Control	Control	Control_Control	Control_Control	Control_Mock_Community		NA
Mock_3_Bacteria_FWD24	Mock_3_Bacteria_FWD24	FALSE	FALSE	Control	Mock_Community	Control	Control	Control_Control	Control_Control	Control_Mock_Community		NA
