Sample	SampleID	PCR_Control	Extract_Control	Source	Site	Region	SiteType	Host_SiteType	Host_Region	SiteType_Site		SitePair
Mock_3b_FWD24	Mock_3b_FWD24	FALSE	FALSE	Control	Mock_Community	Control	Control	Control_Control	Control_Control	Control_Mock_Community		NA
Mock_1_Bacteria_16S	Mock_1_Bacteria_16S	FALSE	FALSE	Control	Mock_Community	Control	Control	Control	Control	Control_Mock_Community		NA
Mock_2_Bacteria_16S	Mock_2_Bacteria_16S	FALSE	FALSE	Control	Mock_Community	Control	Control	Control	Control	Control_Mock_Community		NA
Mock_3_Bacteria_16S	Mock_3_Bacteria_16S	FALSE	FALSE	Control	Mock_Community	Control	Control	Control	Control	Control_Mock_Community		NA
S222_NSW1092792_FWD13	S222_NSW1092792_FWD13	FALSE	FALSE	Microlaena_stipoides	Mount_Pleasant	Canberra	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_Canberra	Natural_Mount_Pleasant		SitePair6
S223_NSW1092791_FWD13	S223_NSW1092791_FWD13	FALSE	FALSE	Microlaena_stipoides	Mount_Pleasant	Canberra	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_Canberra	Natural_Mount_Pleasant		SitePair6
S224_NSW1092801_FWD13	S224_NSW1092801_FWD13	FALSE	FALSE	Microlaena_stipoides	Mount_Pleasant	Canberra	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_Canberra	Natural_Mount_Pleasant		SitePair6
S225_NSW1092806_FWD13	S225_NSW1092806_FWD13	FALSE	FALSE	Microlaena_stipoides	Mount_Pleasant	Canberra	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_Canberra	Natural_Mount_Pleasant		SitePair6
S226_NSW1092821_FWD13	S226_NSW1092821_FWD13	FALSE	FALSE	Microlaena_stipoides	Mount_Pleasant	Canberra	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_Canberra	Natural_Mount_Pleasant		SitePair6
S227_NSW1092816_FWD13	S227_NSW1092816_FWD13	FALSE	FALSE	Microlaena_stipoides	Mount_Pleasant	Canberra	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_Canberra	Natural_Mount_Pleasant		SitePair6
S228_NSW1092898_FWD13	S228_NSW1092898_FWD13	FALSE	FALSE	Microlaena_stipoides	Mount_Pleasant	Canberra	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_Canberra	Natural_Mount_Pleasant		SitePair6
S229_NSW1092807_FWD13	S229_NSW1092807_FWD13	FALSE	FALSE	Themeda_triandra	Mount_Pleasant	Canberra	Natural	Themeda_triandra_Natural	Themeda_triandra_Canberra	Natural_Mount_Pleasant		SitePair16
S230_NSW1092812_FWD13	S230_NSW1092812_FWD13	FALSE	FALSE	Themeda_triandra	Mount_Pleasant	Canberra	Natural	Themeda_triandra_Natural	Themeda_triandra_Canberra	Natural_Mount_Pleasant		SitePair16
S231_NSW1092817_FWD13	S231_NSW1092817_FWD13	FALSE	FALSE	Themeda_triandra	Mount_Pleasant	Canberra	Natural	Themeda_triandra_Natural	Themeda_triandra_Canberra	Natural_Mount_Pleasant		SitePair16
S232_NSW1092647_FWD14	S232_NSW1092647_FWD14	FALSE	FALSE	Themeda_triandra	Mount_Pleasant	Canberra	Natural	Themeda_triandra_Natural	Themeda_triandra_Canberra	Natural_Mount_Pleasant		SitePair16
S233_NSW1092837_FWD14	S233_NSW1092837_FWD14	FALSE	FALSE	Themeda_triandra	Mount_Pleasant	Canberra	Natural	Themeda_triandra_Natural	Themeda_triandra_Canberra	Natural_Mount_Pleasant		SitePair16
S234_NSW1092796_FWD14	S234_NSW1092796_FWD14	FALSE	FALSE	Themeda_triandra	Mount_Pleasant	Canberra	Natural	Themeda_triandra_Natural	Themeda_triandra_Canberra	Natural_Mount_Pleasant		SitePair16
S235_NSW1092786_FWD14	S235_NSW1092786_FWD14	FALSE	FALSE	Themeda_triandra	Mount_Pleasant	Canberra	Natural	Themeda_triandra_Natural	Themeda_triandra_Canberra	Natural_Mount_Pleasant		SitePair16
S40_NSW1092822_FWD20	S40_NSW1092822_FWD20	FALSE	FALSE	Themeda_triandra	Mount_Pleasant	Canberra	Natural	Themeda_triandra_Natural	Themeda_triandra_Canberra	Natural_Mount_Pleasant		SitePair16
S65_NSW1092923_FWD10	S65_NSW1092923_FWD10	FALSE	FALSE	Microlaena_stipoides	Munmorah_SCA	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Munmorah_SCA		SitePair10
S66_NSW1092924_FWD10	S66_NSW1092924_FWD10	FALSE	FALSE	Microlaena_stipoides	Munmorah_SCA	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Munmorah_SCA		SitePair10
S67_NSW1092925_FWD10	S67_NSW1092925_FWD10	FALSE	FALSE	Microlaena_stipoides	Munmorah_SCA	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Munmorah_SCA		SitePair10
S68_NSW1092928_FWD10	S68_NSW1092928_FWD10	FALSE	FALSE	Microlaena_stipoides	Munmorah_SCA	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Munmorah_SCA		SitePair10
S69_NSW1092929_FWD10	S69_NSW1092929_FWD10	FALSE	FALSE	Microlaena_stipoides	Munmorah_SCA	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Munmorah_SCA		SitePair10
S70_NSW1092930_FWD10	S70_NSW1092930_FWD10	FALSE	FALSE	Microlaena_stipoides	Munmorah_SCA	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Munmorah_SCA		SitePair10
S71_NSW1092934_FWD10	S71_NSW1092934_FWD10	FALSE	FALSE	Microlaena_stipoides	Munmorah_SCA	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Munmorah_SCA		SitePair10
S72_NSW1092933_FWD10	S72_NSW1092933_FWD10	FALSE	FALSE	Microlaena_stipoides	Munmorah_SCA	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Munmorah_SCA		SitePair10
S73b_NSW1092681_FWD21	S73b_NSW1092681_FWD21	FALSE	FALSE	Themeda_triandra	Munmorah_SCA	North_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_North_Coast	Natural_Munmorah_SCA		SitePair13
S74b_NSW1092840_FWD21	S74b_NSW1092840_FWD21	FALSE	FALSE	Themeda_triandra	Munmorah_SCA	North_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_North_Coast	Natural_Munmorah_SCA		SitePair13
S75b_NSW1092850_FWD21	S75b_NSW1092850_FWD21	FALSE	FALSE	Themeda_triandra	Munmorah_SCA	North_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_North_Coast	Natural_Munmorah_SCA		SitePair13
S76b_NSW1092855_FWD21	S76b_NSW1092855_FWD21	FALSE	FALSE	Themeda_triandra	Munmorah_SCA	North_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_North_Coast	Natural_Munmorah_SCA		SitePair13
S77b_NSW1092851_FWD21	S77b_NSW1092851_FWD21	FALSE	FALSE	Themeda_triandra	Munmorah_SCA	North_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_North_Coast	Natural_Munmorah_SCA		SitePair13
S78b_NSW1092846_FWD21	S78b_NSW1092846_FWD21	FALSE	FALSE	Themeda_triandra	Munmorah_SCA	North_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_North_Coast	Natural_Munmorah_SCA		SitePair13
S79b_NSW1092841_FWD21	S79b_NSW1092841_FWD21	FALSE	FALSE	Themeda_triandra	Munmorah_SCA	North_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_North_Coast	Natural_Munmorah_SCA		SitePair13
S80b_NSW1092836_FWD21	S80b_NSW1092836_FWD21	FALSE	FALSE	Themeda_triandra	Munmorah_SCA	North_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_North_Coast	Natural_Munmorah_SCA		SitePair13
S169_NSW1092522_FWD16	S169_NSW1092522_FWD16	FALSE	FALSE	Microlaena_stipoides	Noorumba_Reserve_Rosemeadow	Sydney	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_Sydney	Natural_Noorumba_Reserve_Rosemeadow		SitePair9
S170_NSW1092505_FWD16	S170_NSW1092505_FWD16	FALSE	FALSE	Microlaena_stipoides	Noorumba_Reserve_Rosemeadow	Sydney	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_Sydney	Natural_Noorumba_Reserve_Rosemeadow		SitePair9
S171_NSW1092506_FWD16	S171_NSW1092506_FWD16	FALSE	FALSE	Microlaena_stipoides	Noorumba_Reserve_Rosemeadow	Sydney	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_Sydney	Natural_Noorumba_Reserve_Rosemeadow		SitePair9
S172_NSW1092507_FWD09	S172_NSW1092507_FWD09	FALSE	FALSE	Microlaena_stipoides	Noorumba_Reserve_Rosemeadow	Sydney	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_Sydney	Natural_Noorumba_Reserve_Rosemeadow		SitePair9
S173_NSW1092508_FWD09	S173_NSW1092508_FWD09	FALSE	FALSE	Microlaena_stipoides	Noorumba_Reserve_Rosemeadow	Sydney	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_Sydney	Natural_Noorumba_Reserve_Rosemeadow		SitePair9
S174_NSW1092521_FWD09	S174_NSW1092521_FWD09	FALSE	FALSE	Microlaena_stipoides	Noorumba_Reserve_Rosemeadow	Sydney	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_Sydney	Natural_Noorumba_Reserve_Rosemeadow		SitePair9
S175_NSW1092520_FWD09	S175_NSW1092520_FWD09	FALSE	FALSE	Microlaena_stipoides	Noorumba_Reserve_Rosemeadow	Sydney	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_Sydney	Natural_Noorumba_Reserve_Rosemeadow		SitePair9
S176_NSW1092503_FWD09	S176_NSW1092503_FWD09	FALSE	FALSE	Themeda_triandra	Noorumba_Reserve_Rosemeadow	Sydney	Natural	Themeda_triandra_Natural	Themeda_triandra_Sydney	Natural_Noorumba_Reserve_Rosemeadow		SitePair14
S177_NSW1092518_FWD09	S177_NSW1092518_FWD09	FALSE	FALSE	Themeda_triandra	Noorumba_Reserve_Rosemeadow	Sydney	Natural	Themeda_triandra_Natural	Themeda_triandra_Sydney	Natural_Noorumba_Reserve_Rosemeadow		SitePair14
S178_NSW1092510_FWD09	S178_NSW1092510_FWD09	FALSE	FALSE	Themeda_triandra	Noorumba_Reserve_Rosemeadow	Sydney	Natural	Themeda_triandra_Natural	Themeda_triandra_Sydney	Natural_Noorumba_Reserve_Rosemeadow		SitePair14
S179_NSW1092511_FWD09	S179_NSW1092511_FWD09	FALSE	FALSE	Themeda_triandra	Noorumba_Reserve_Rosemeadow	Sydney	Natural	Themeda_triandra_Natural	Themeda_triandra_Sydney	Natural_Noorumba_Reserve_Rosemeadow		SitePair14
S180_NSW1092513_FWD09	S180_NSW1092513_FWD09	FALSE	FALSE	Themeda_triandra	Noorumba_Reserve_Rosemeadow	Sydney	Natural	Themeda_triandra_Natural	Themeda_triandra_Sydney	Natural_Noorumba_Reserve_Rosemeadow		SitePair14
S181_NSW1092514_FWD09	S181_NSW1092514_FWD09	FALSE	FALSE	Themeda_triandra	Noorumba_Reserve_Rosemeadow	Sydney	Natural	Themeda_triandra_Natural	Themeda_triandra_Sydney	Natural_Noorumba_Reserve_Rosemeadow		SitePair14
S182_NSW1092517_FWD09	S182_NSW1092517_FWD09	FALSE	FALSE	Themeda_triandra	Noorumba_Reserve_Rosemeadow	Sydney	Natural	Themeda_triandra_Natural	Themeda_triandra_Sydney	Natural_Noorumba_Reserve_Rosemeadow		SitePair14
S183_NSW1092516_FWD09	S183_NSW1092516_FWD09	FALSE	FALSE	Themeda_triandra	Noorumba_Reserve_Rosemeadow	Sydney	Natural	Themeda_triandra_Natural	Themeda_triandra_Sydney	Natural_Noorumba_Reserve_Rosemeadow		SitePair14
S24_NSW1092849_FWD19	S24_NSW1092849_FWD19	FALSE	FALSE	Microlaena_stipoides	Noorumba_Reserve_Rosemeadow	Sydney	Natural	Microlaena_stipoides_Restored	Microlaena_stipoides_Sydney	Natural_Noorumba_Reserve_Rosemeadow		SitePair9
S81_NSW1093010_FWD11	S81_NSW1093010_FWD11	FALSE	FALSE	Themeda_triandra	Norah_Head	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Norah_Head		SitePair17
S82_NSW1093034_FWD11	S82_NSW1093034_FWD11	FALSE	FALSE	Themeda_triandra	Norah_Head	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Norah_Head		SitePair17
S83_NSW1093025_FWD11	S83_NSW1093025_FWD11	FALSE	FALSE	Themeda_triandra	Norah_Head	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Norah_Head		SitePair17
S84_NSW1093015_FWD11	S84_NSW1093015_FWD11	FALSE	FALSE	Themeda_triandra	Norah_Head	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Norah_Head		SitePair17
S85_NSW1093020_FWD11	S85_NSW1093020_FWD11	FALSE	FALSE	Themeda_triandra	Norah_Head	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Norah_Head		SitePair17
S86_NSW1093035_FWD11	S86_NSW1093035_FWD11	FALSE	FALSE	Themeda_triandra	Norah_Head	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Norah_Head		SitePair17
S87_NSW1093001_FWD11	S87_NSW1093001_FWD11	FALSE	FALSE	Themeda_triandra	Norah_Head	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Norah_Head		SitePair17
S88_NSW1093006_FWD11	S88_NSW1093006_FWD11	FALSE	FALSE	Themeda_triandra	Norah_Head	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Norah_Head		SitePair17
S322_NSW1093019_FWD20	S322_NSW1093019_FWD20	FALSE	FALSE	Melaleuca_quinquenervia	Novocastrian_Reserve	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Novocastrian_Reserve		SitePair2
S324_NSW1093014_FWD20	S324_NSW1093014_FWD20	FALSE	FALSE	Melaleuca_quinquenervia	Novocastrian_Reserve	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Novocastrian_Reserve		SitePair2
S327_NSW1092968_FWD20	S327_NSW1092968_FWD20	FALSE	FALSE	Melaleuca_quinquenervia	Novocastrian_Reserve	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Novocastrian_Reserve		SitePair2
S328_NSW1092999_FWD21	S328_NSW1092999_FWD21	FALSE	FALSE	Melaleuca_quinquenervia	Novocastrian_Reserve	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Novocastrian_Reserve		SitePair2
S331_NSW1093004_FWD21	S331_NSW1093004_FWD21	FALSE	FALSE	Melaleuca_quinquenervia	Novocastrian_Reserve	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Novocastrian_Reserve		SitePair2
S333_NSW1092994_FWD21	S333_NSW1092994_FWD21	FALSE	FALSE	Melaleuca_quinquenervia	Novocastrian_Reserve	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Novocastrian_Reserve		SitePair2
S347_NSW1092989_FWD22	S347_NSW1092989_FWD22	FALSE	FALSE	Melaleuca_quinquenervia	Novocastrian_Reserve	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Novocastrian_Reserve		SitePair2
S351_NSW1092963_FWD22	S351_NSW1092963_FWD22	FALSE	FALSE	Melaleuca_quinquenervia	Novocastrian_Reserve	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Novocastrian_Reserve		SitePair2
S353_NSW1093009_FWD23	S353_NSW1093009_FWD23	FALSE	FALSE	Melaleuca_quinquenervia	Novocastrian_Reserve	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Novocastrian_Reserve		SitePair2
iPCR_NTC_4b_FWD18	iPCR_NTC_4b_FWD18	TRUE	FALSE	Control	PCR_Control	Control	Control	Control_Control	Control_Control	Control_PCR_Control		NA
iPCR_NTC_5b_FWD18	iPCR_NTC_5b_FWD18	TRUE	FALSE	Control	PCR_Control	Control	Control	Control_Control	Control_Control	Control_PCR_Control		NA
iPCR_NTC_6b_FWD18	iPCR_NTC_6b_FWD18	TRUE	FALSE	Control	PCR_Control	Control	Control	Control_Control	Control_Control	Control_PCR_Control		NA
NTC_OH_1_FWD16	NTC_OH_1_FWD16	TRUE	FALSE	Control	PCR_Control	Control	Control	Control_Control	Control_Control	Control_PCR_Control		NA
NTC_OH_2_FWD16	NTC_OH_2_FWD16	TRUE	FALSE	Control	PCR_Control	Control	Control	Control_Control	Control_Control	Control_PCR_Control		NA
NTC_OH_3_FWD24	NTC_OH_3_FWD24	TRUE	FALSE	Control	PCR_Control	Control	Control	Control_Control	Control_Control	Control_PCR_Control		NA
NTC_OH_1_16S	NTC_OH_1_16S	TRUE	FALSE	Control	PCR_Control	Control	Control	Control	Control	Control_PCR_Control		NA
NTC_OH_2_16S	NTC_OH_2_16S	TRUE	FALSE	Control	PCR_Control	Control	Control	Control	Control	Control_PCR_Control		NA
NTC_OH_3_16S	NTC_OH_3_16S	TRUE	FALSE	Control	PCR_Control	Control	Control	Control	Control	Control_PCR_Control		NA
OH_PCR_NTC_1B_FWD18	OH_PCR_NTC_1B_FWD18	TRUE	FALSE	Control	PCR_Control	Control	Control	Control_Control	Control_Control	Control_PCR_Control		NA
OH_PCR_NTC_2B_FWD18	OH_PCR_NTC_2B_FWD18	TRUE	FALSE	Control	PCR_Control	Control	Control	Control_Control	Control_Control	Control_PCR_Control		NA
OH_PCR_NTC_3B_FWD18	OH_PCR_NTC_3B_FWD18	TRUE	FALSE	Control	PCR_Control	Control	Control	Control_Control	Control_Control	Control_PCR_Control		NA
S140_NSW1092472_FWD14	S140_NSW1092472_FWD14	FALSE	FALSE	Themeda_triandra	Short_Point_Reserve_Merimbula	South_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_South_Coast	Restored_Short_Point_Reserve_Merimbula		SitePair18
S141_NSW1092621_FWD14	S141_NSW1092621_FWD14	FALSE	FALSE	Themeda_triandra	Short_Point_Reserve_Merimbula	South_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_South_Coast	Restored_Short_Point_Reserve_Merimbula		SitePair18
S142_NSW1092617_FWD14	S142_NSW1092617_FWD14	FALSE	FALSE	Themeda_triandra	Short_Point_Reserve_Merimbula	South_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_South_Coast	Restored_Short_Point_Reserve_Merimbula		SitePair18
S143_NSW1092622_FWD14	S143_NSW1092622_FWD14	FALSE	FALSE	Themeda_triandra	Short_Point_Reserve_Merimbula	South_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_South_Coast	Restored_Short_Point_Reserve_Merimbula		SitePair18
S144_NSW1092627_FWD14	S144_NSW1092627_FWD14	FALSE	FALSE	Themeda_triandra	Short_Point_Reserve_Merimbula	South_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_South_Coast	Restored_Short_Point_Reserve_Merimbula		SitePair18
S145_NSW1092632_FWD14	S145_NSW1092632_FWD14	FALSE	FALSE	Themeda_triandra	Short_Point_Reserve_Merimbula	South_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_South_Coast	Restored_Short_Point_Reserve_Merimbula		SitePair18
S146_NSW1092637_FWD14	S146_NSW1092637_FWD14	FALSE	FALSE	Themeda_triandra	Short_Point_Reserve_Merimbula	South_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_South_Coast	Restored_Short_Point_Reserve_Merimbula		SitePair18
S29_NSW1092896_FWD19	S29_NSW1092896_FWD19	FALSE	FALSE	Themeda_triandra	Short_Point_Reserve_Merimbula	South_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_South_Coast	Restored_Short_Point_Reserve_Merimbula		SitePair18
S323_NSW1092986_FWD20	S323_NSW1092986_FWD20	FALSE	FALSE	Melaleuca_quinquenervia	Soldiers_Point_Park	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Soldiers_Point_Park		SitePair3
S326_NSW1092981_FWD20	S326_NSW1092981_FWD20	FALSE	FALSE	Melaleuca_quinquenervia	Soldiers_Point_Park	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Soldiers_Point_Park		SitePair3
S337_NSW1093095_FWD21	S337_NSW1093095_FWD21	FALSE	FALSE	Melaleuca_quinquenervia	Soldiers_Point_Park	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Soldiers_Point_Park		SitePair3
S340_NSW1092976_FWD22	S340_NSW1092976_FWD22	FALSE	FALSE	Melaleuca_quinquenervia	Soldiers_Point_Park	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Soldiers_Point_Park		SitePair3
S346_NSW1092971_FWD22	S346_NSW1092971_FWD22	FALSE	FALSE	Melaleuca_quinquenervia	Soldiers_Point_Park	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Soldiers_Point_Park		SitePair3
S362_NSW1093120_FWD23	S362_NSW1093120_FWD23	FALSE	FALSE	Melaleuca_quinquenervia	Soldiers_Point_Park	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Soldiers_Point_Park		SitePair3
S363_NSW1092991_FWD23	S363_NSW1092991_FWD23	FALSE	FALSE	Melaleuca_quinquenervia	Soldiers_Point_Park	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Soldiers_Point_Park		SitePair3
S365_NSW1093100_FWD24	S365_NSW1093100_FWD24	FALSE	FALSE	Melaleuca_quinquenervia	Soldiers_Point_Park	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Soldiers_Point_Park		SitePair3
S366_NSW1093016_FWD24	S366_NSW1093016_FWD24	FALSE	FALSE	Melaleuca_quinquenervia	Soldiers_Point_Park	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Soldiers_Point_Park		SitePair3
S154_NSW1092536_FWD15	S154_NSW1092536_FWD15	FALSE	FALSE	Themeda_triandra	Tathra_APZ_Panorama_Drive	South_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_South_Coast	Restored_Tathra_APZ_Panorama_Drive		SitePair19
S155_NSW1092613_FWD15	S155_NSW1092613_FWD15	FALSE	FALSE	Themeda_triandra	Tathra_APZ_Panorama_Drive	South_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_South_Coast	Restored_Tathra_APZ_Panorama_Drive		SitePair19
S156_NSW1092623_FWD15	S156_NSW1092623_FWD15	FALSE	FALSE	Themeda_triandra	Tathra_APZ_Panorama_Drive	South_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_South_Coast	Restored_Tathra_APZ_Panorama_Drive		SitePair19
S157_NSW1092629_FWD15	S157_NSW1092629_FWD15	FALSE	FALSE	Themeda_triandra	Tathra_APZ_Panorama_Drive	South_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_South_Coast	Restored_Tathra_APZ_Panorama_Drive		SitePair19
S158_NSW1092630_FWD15	S158_NSW1092630_FWD15	FALSE	FALSE	Themeda_triandra	Tathra_APZ_Panorama_Drive	South_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_South_Coast	Restored_Tathra_APZ_Panorama_Drive		SitePair19
S159_NSW1092624_FWD15	S159_NSW1092624_FWD15	FALSE	FALSE	Themeda_triandra	Tathra_APZ_Panorama_Drive	South_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_South_Coast	Restored_Tathra_APZ_Panorama_Drive		SitePair19
S160_NSW1092619_FWD15	S160_NSW1092619_FWD15	FALSE	FALSE	Themeda_triandra	Tathra_APZ_Panorama_Drive	South_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_South_Coast	Restored_Tathra_APZ_Panorama_Drive		SitePair19
S161_NSW1092628_FWD15	S161_NSW1092628_FWD15	FALSE	FALSE	Themeda_triandra	Tathra_APZ_Panorama_Drive	South_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_South_Coast	Restored_Tathra_APZ_Panorama_Drive		SitePair19
S162_NSW1092531_FWD16	S162_NSW1092531_FWD16	FALSE	FALSE	Microlaena_stipoides	Tathra_APZ_Panorama_Drive	South_Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_South_Coast	Restored_Tathra_APZ_Panorama_Drive		SitePair11
S163_NSW1092542_FWD16	S163_NSW1092542_FWD16	FALSE	FALSE	Microlaena_stipoides	Tathra_APZ_Panorama_Drive	South_Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_South_Coast	Restored_Tathra_APZ_Panorama_Drive		SitePair11
S164_NSW1092537_FWD16	S164_NSW1092537_FWD16	FALSE	FALSE	Microlaena_stipoides	Tathra_APZ_Panorama_Drive	South_Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_South_Coast	Restored_Tathra_APZ_Panorama_Drive		SitePair11
S165_NSW1092532_FWD16	S165_NSW1092532_FWD16	FALSE	FALSE	Microlaena_stipoides	Tathra_APZ_Panorama_Drive	South_Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_South_Coast	Restored_Tathra_APZ_Panorama_Drive		SitePair11
S166_NSW1092615_FWD16	S166_NSW1092615_FWD16	FALSE	FALSE	Microlaena_stipoides	Tathra_APZ_Panorama_Drive	South_Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_South_Coast	Restored_Tathra_APZ_Panorama_Drive		SitePair11
S167_NSW1092620_FWD16	S167_NSW1092620_FWD16	FALSE	FALSE	Microlaena_stipoides	Tathra_APZ_Panorama_Drive	South_Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_South_Coast	Restored_Tathra_APZ_Panorama_Drive		SitePair11
S168_NSW1092618_FWD16	S168_NSW1092618_FWD16	FALSE	FALSE	Microlaena_stipoides	Tathra_APZ_Panorama_Drive	South_Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_South_Coast	Restored_Tathra_APZ_Panorama_Drive		SitePair11
S20_NSW1092634_FWD17	S20_NSW1092634_FWD17	FALSE	FALSE	Microlaena_stipoides	Tathra_APZ_Panorama_Drive	South_Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_South_Coast	Restored_Tathra_APZ_Panorama_Drive		SitePair11
S299_NSW1079723_FWD19	S299_NSW1079723_FWD19	FALSE	FALSE	Melaleuca_quinquenervia	Tomaree_NP	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Tomaree_NP		SitePair2
