	Kingdom	Phylum	Class	Order	Family	Genus	ASV	ASVNumber
296	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	6a79b8c32b7928b4b9d3a498923a46a1	296
297	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeriaceae	6bb056987ed67ff82f0b0d1a5b921b12	297
298	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	6bd1e4d35c88957dd7e2f89bd17f8004	298
299	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	6cbbdc1cd3b612a540aa26e23dd41f28	299
300	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudopithomyces	6cf39736ac1f676d72f985394c6685c6	300
301	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Trichomerium	6e0c2a8ea33d497755c9969917e827d2	301
302	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	6ebcfc2e3e5fd6f83b4d7aeaf32d0d3a	302
303	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neostagonospora	6f277a53dcca3d032f4bb3435871b63b	303
304	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	6f2881e86aaa032f0081c8175c0138d9	304
305	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerellaceae	6fee616b255c57d493a14d12a34ad5e2	305
306	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Magnaporthe	704f14de64ae7fcf03dd36bd1f28ebd9	306
307	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Stemphylium	70c4e34f5dd42655a2fc371e5d00663d	307
308	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidiaceae	72fd7c2cafb9f7481adad27055d92d02	308
309	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	73137923bf67ff795b712578ba12d117	309
310	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	73bbd5fe68b181249001ff36bbe029f6	310
311	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	73f54dd315262f59b0c481e410d19eff	311
312	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Immersidiscosia	75810bc4726401ba1588f81b5ae0dd62	312
313	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	764963d63e736561fbf3e7e7baceb754	313
314	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Didymosphaeriaceae	77c098b6cc5dff556327acf485a2724d	314
315	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	78380f34b0cc0fe75299bc0ad51932da	315
316	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Valsa	7a3565bb68a18fbd857af915a342629f	316
317	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Brachybasidiaceae	Meira	7afeae818750c1ee27c1d56c9f9cf9f2	317
318	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Neofusicoccum	7baf1da6a12fe63cbac7693c39d9f2a0	318
319	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Neopestalotiopsis	7ca86a91e6296f55d7eb9c3f24692ac8	319
320	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	7d7b9bc0ce4c044ef8190f46c7ed0e1b	320
321	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	7d845f8778047ea2e63b7876cf39fce7	321
322	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	7e6f27b6da3d0f875a44dc6c2a9a1019	322
323	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Hormonema	7f70e4622d9aea01a9c395ccd628a591	323
324	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Hannaella	82ba2c9dcc4f9cb6e18d672c5720da0f	324
325	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	83e04ec05368359fe46448e13864e46f	325
326	Fungi	Ascomycota	Sordariomycetes	Xylariales	Bartaliniaceae	Bartalinia	84218cde80f24b41cd962c04dd04334c	326
327	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideales	Dothideales	8490570b160af97e508c2cabc8e15f66	327
328	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	84b7dc02c35ea68721ec5de5197e0ee1	328
329	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotryaceae	84c53977e92683af0e4a42b42a9a5509	329
330	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Ophiocordyceps	8500e710b25936cc3a2fe89089c228c3	330
331	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	856f57b0e240ead094b4f1001876f9e6	331
332	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	858f7224dacd988b893ff394eeea061b	332
333	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Didymosphaeriaceae	86fbfa912f905b34fafffc63481e4c94	333
334	Fungi	Ascomycota	Sordariomycetes	Xylariales	Bartaliniaceae	Truncatella	871e19dbde786943637204fa9a772314	334
335	Fungi	Basidiomycota	Atractiellomycetes	Atractiellales	Phleogenaceae	Atractidochium	8785da9417a31d20473e0f2dbdd584d4	335
336	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymellaceae	880885f11fc72fa60a22e8ef408239e4	336
337	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	8823f1241d2b97d9142394ce5e6f4c9b	337
338	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	8ae9378d0efe272234bcc3b94acff310	338
339	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	8b0fe00bd6719dfd0b971ce9ea657a06	339
340	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neostagonospora	8b82f513b271b184f96e2267739537ee	340
341	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymellaceae	8c4b659f418f68f9dac320ec7cd976cf	341
342	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	8d160f64f6ade2beb1bdbd3fb7ea5069	342
343	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Neofusicoccum	8d4898f832ceed0ff3ec249bf6191189	343
344	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	8d9318a7a1f6a2db259dbad6f2f033b6	344
345	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	8db8250d0690f4b531ec9ea09c1dfeaa	345
346	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	8e2c5898dade48a7e3fc46879bec5822	346
347	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	8e9ca4d42d180417ac58f512a52ab973	347
348	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	8ebc03a8c4a117c814541fe13ec0a68f	348
349	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Nectriaceae	90267d6b05e649e1ff89ed7568607b8d	349
350	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Stagonosporopsis	90c7cca7c3dc2b420b8790a9958ad13d	350
351	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	90d3a9be139a045df93c38b06bf3739e	351
352	Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	Phaeomoniellaceae	Neophaeomoniella	90e05d3333926ee8560b9c5a503b467c	352
353	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	91a5ed0b7fff9f99d27118103f37de9e	353
354	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeriaceae	930b0f23265ac219e0996b2c9797b611	354
355	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	940d414c14ecd7e4e48d0408b4d003ee	355
356	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	942e3fbf4fe95d3d96ae44f46091245a	356
357	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Neofusicoccum	946fc636587b9268b1df40e3a9f0853f	357
358	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Brachybasidiaceae	Meira	95198bb5463ec57e4da0227a20551469	358
359	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium	958102de917bd61eabab57de38bd06b6	359
360	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	9601a0eff1aedd128ac24b863c69a541	360
361	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	9630d5a5d935dacb9194d276aa3b27ca	361
362	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	96561b6cfbe435ed5a3807f9d9086166	362
363	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	9685d5efab791e0ab92349203828495c	363
364	Fungi	Basidiomycota	Agaricomycetes	Agaricomycetes	Agaricomycetes	Agaricomycetes	9686ee01bf2e8b4d51b04b1c68c98430	364
365	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	975719325167e94ed77a7ab3c3b2f4c1	365
366	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Naemateliaceae	Dimennazyma	97721bab4ce96d18805deeb8d5808d05	366
367	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Dissoconiaceae	Dissoconium	9821060abab32142c6f1ae30610f27e1	367
368	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Neofusicoccum	982a73022be13bbf847f2f10fba6a502	368
369	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	Eichleriella	99464795865330b5930fa3bcecf4cfef	369
370	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	997cabda991ca083984f05c60b63350e	370
371	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	9a94a02572540c5965d01e4709f5bfca	371
372	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	9b788a814dafb9761b5dfbdddef5653c	372
373	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	9c15e07e9c6c25c5c6cd934375465238	373
374	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Cucurbitariaceae	9c3c7b203d8fe5210ddb156516f1bba1	374
375	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	9c6fe943e913c7ed2b88a61d6b5bb7b8	375
376	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Neofusicoccum	9cc079e202ca88e382e3f5a800a69dc2	376
377	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeriaceae	9e5ac2775f22b5297ded1c4dd398ea79	377
378	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	9f66759c3937fa009be0428a8e17b59d	378
379	Fungi	Basidiomycota	Atractiellomycetes	Atractiellales	Phleogenaceae	Atractidochium	9fbdb45727a6c9cfb8ac2d7667d33341	379
380	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	a035d3cf23733dfc79a7869877b26fdb	380
381	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideales	Dothideales	a04471f4ec634355993b07132cc1d136	381
382	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaetaceae	a14cfea7270b0b510168656be02feb3a	382
383	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	a16fd2ee45187ec576b1c3afc2d277bc	383
384	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	a1e448c3337fd6671a43caf3e13637f2	384
385	Fungi	Basidiomycota	Atractiellomycetes	Atractiellales	Phleogenaceae	Atractidochium	a20c9c8544499a3d602db3049a2eaeda	385
386	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymellaceae	a25dc48470935d4c189fdca2eb04fb11	386
387	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	a429043ddde2bbbe7a8c7c4ff6346706	387
388	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraconiothyrium	a4ad9144918517afecc2c24734faf0a6	388
389	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botryotinia	a4d0e2ed8eb66c7a2c275110f059400f	389
390	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymellaceae	a5dcb472de8f878c412d38f4843dfc2e	390
391	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neostagonospora	a6166642364bb7a456731c0a660a304b	391
392	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae	Chrysozymaceae	a61f9e96d24a27bed56166031dca1188	392
393	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	a66f0ef2c13257e1904b0290771dfc94	393
394	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malasseziaceae	a759b18ed6f56b7f93911c5a127f9042	394
395	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Parapyrenochaeta	a835f56d37505a7d3893b6d07a6101b9	395
396	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	a9186e52cf93ae00f9bf217fe9cf9055	396
397	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	a96078b17eb82a36a9f89d8b4c0441b4	397
398	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Botryosphaeria	a9c59f2f64e03fc22dd22ce250179fff	398
399	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	a9cebea2d9570a5aa3b5fc696778e794	399
400	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Botryosphaeria	aa08fa28f8c84ed930429a93883f3a00	400
401	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	ab03f1df554dd006f22f5064a432d046	401
402	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	ab22bd41b40f836aa59fde3116a5762d	402
403	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Parastagonospora	ab91bf19903b41ff92cff7ca6adf2c6e	403
404	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	abf3f08403bae30ffc63cb63c4ace6de	404
405	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiales	Capnodiales	ac0fd412adbb98c18df32a6faabe3a2b	405
406	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeriaceae	ac24696c8d2be2006f6ec296e000c381	406
407	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	ac496f47d9560a983ad3cb498997dddf	407
408	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	ac95b25e6a315d8d49897fcd6fa4f4fc	408
409	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Zygosporium	ad2fb02dab42cb48fe1a33ea6c6474c0	409
410	Fungi	Basidiomycota	Exobasidiomycetes	Exobasidiales	Brachybasidiaceae	Meira	ad3137f972d9094a363edf3d1eaaa4ad	410
411	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	ada19fb84a10954399c429afccef6e5e	411
412	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	af16991ce12daf846fcbcf604f581dea	412
413	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	af16a95b2ba27a7b4ba10e5b25e7aab5	413
414	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Semifissispora	b08a6d405335c40dabb1ad9d1962a7ae	414
415	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Dissoconiaceae	Dissoconium	b0ade2f8698d85f8bbf823d29e8e996f	415
416	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	b17dd326be2c37062a6f7f6e627ae04d	416
417	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Didymosphaeriaceae	b20ba80381324cdd9b09c4e21b313cad	417
418	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	b3841289f1899ba36d6f319bdd6dcfe7	418
419	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymellaceae	b40e3465857ab6e12e4eeaa4309b1608	419
420	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Schizoparmaceae	Coniella	b4b4ce71117ee941e8230703c663c0b2	420
421	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	b4dd33c3b4eff5ea9bfeefb028344418	421
422	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	b504128966e92d77b7ce1509cd4029ed	422
423	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Neptunomyces	b530446a2fc6d8eb0e9cc5a0f37d9cc6	423
424	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	b66d95a5d3d4b6c84e7e51d5ee8f6db3	424
425	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Stagonospora	b71bcfdb6e592469a92335efe4594335	425
426	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Ophiocordyceps	b776400b2ddb2cbeed7f6408e100f777	426
427	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Dissoconiaceae	Ramichloridium	ba278d45f698e8ffffdcc6d375784ae8	427
428	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	ba28b768ce773adad4cc1a441257b21d	428
429	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	bae5f35c0867e8414428208bae9c8344	429
430	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	bb3c54e352458656e4ceb986271377c8	430
431	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Sarocladiaceae	Parasarocladium	c13916cf3e4222d3209b1d5302a68384	431
432	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	c1696768f1fb5f80b94fbf0d4b825bc0	432
433	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Curvularia	c22dd2b34f94c2e25adaa4cc7ab2eb6c	433
434	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymellaceae	c23b4cded91d3ea7b5f05879c4e07f3f	434
435	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeriaceae	c2c2b46310e52cdbf90d101fe63e1f75	435
436	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	c2fa265d6f7eabdd23991d073b8edddb	436
437	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	c40d53c28d9ce67e213dd68b030868cc	437
438	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	c62c632c111e7fd40418e6adb04355c0	438
439	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	c6b3b1e5a7333153fd2532117032a746	439
440	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pseudorobillarda	c75b0089bd0de18719eee62105efa715	440
441	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiella	c7b44c8597bd0404ec91f0dffd8d9339	441
442	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariales	Xylariales	c7f8d882eedb05f786a3350cc5c742c2	442
443	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	c834ab12cf6bfcac72f25742be5fadd2	443
444	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Leptospora	c8781692a7335d1a1093fd6bd9730227	444
445	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	c8aeecca3b0ca6c0c0d7a6ed404ecfd3	445
446	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	c8f64122cb85f392a1ddfca989213df0	446
447	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Didymellaceae	c92d481c3f8ce88e480eb4d2a2379f8e	447
448	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	c9ac4d61c2ca0dc9341893cad8c805a6	448
449	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	ca5dbe655438b249d51eb24dec7355e8	449
450	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	cb02ed5cf6c36d9f39eef9b9de218de9	450
451	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	cb1f0f2034911892190666c248c43d91	451
452	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes	Cystobasidiomycetes	Cystobasidiomycetes	cb4d5eb826510997607ba0e6f2ff7e8e	452
453	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideaceae	Dothidea	cbf61a6d9469ba7d7c46860c393194c9	453
454	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	cc4a55985239f4f238364d55365ca6bb	454
455	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	ccd4780ec438e2bafad794ca188d894b	455
456	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulales	Russulales	cd36497afdef5a316d9c984cf4105fe8	456
457	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Sarocladiaceae	Parasarocladium	d033dd6e94cfb8f4539b01b79d5e2c23	457
458	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Hypoxylon	d076ba2c31e1f8563acd7d816a1291f6	458
459	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	d0dad94f63bbf3781e9a7c93a3425674	459
460	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Didymosphaeriaceae	d14de34c253a934b6264d01641f6c425	460
461	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Neofusicoccum	d254aaec653c28a2353bba3d530d0bd0	461
462	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	d2c701847d96d74e714c07dc72ece3cd	462
463	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	d3b6d627f63463264786cf9afff3f480	463
464	Fungi	Ascomycota	Sordariomycetes	Trichosphaeriales	Trichosphaeriaceae	Nigrospora	d6c978e6c2730659cb3432fd4da8972e	464
465	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeriaceae	d70c51119709bb0b6471c4de8545d595	465
466	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	d7a9a110d2e745357d1f8284dc3a950b	466
467	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Pallidocercospora	d7c4d16dde1cd76f5f2337cf626d76aa	467
468	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	d87a13608a187ae48ffcf3f2c75c4326	468
469	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothioraceae	Hormonema	d8dfc78f8da44d49ed90b1ab9b0da839	469
470	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	d9c901d838aa642a749a305852c7349b	470
471	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Sirobasidiaceae	Sirobasidium	da6d89e27c5679bfc938eaf13a2fee3b	471
472	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Epicoccum	dc5c638730f175c27575812a89de71a8	472
473	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Neofusicoccum	dc9e7c1983bf7d199830dd32082f2edb	473
474	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Seiridium	dd92a2900ef268213157256a18b8c1d8	474
475	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraconiothyrium	dde0ed7b360d3c85843a7e730aa74276	475
476	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	ddeac44b2c5ba5e6b83a0c37c0a1af04	476
477	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Botryosphaeria	de39948a0a9d4a7c81e928a89c43820c	477
478	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales	Pleosporales	deb33b85e815facd779776d33cf56cde	478
479	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Trametes	e04dd211410b92436df067f9091eae21	479
480	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Sporormiaceae	e0f4d3e5df7057f4ac8fe8622cf2f3f6	480
481	Fungi	Basidiomycota	Exobasidiomycetes	Microstromatales	Microstromatales_fam_Incertae_sedis	Pseudomicrostroma	e141836f626b58813360f5c305af26db	481
482	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	e316eaa82a8b729e28045e0ecf9a74c3	482
483	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Neocucurbitaria	e607ae6fc7316c4bbc8524977215e516	483
484	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Keissleriella	e6bc03d11ae604c81a8a2be999dea086	484
485	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	e7b4389ed2cd89486adc46537773de24	485
